DP_NODE_ID,ORIGINATING_LINK_ID,DEST_LINK_ID,RAMP,BIF,CA,FILENAME,SIDE,SIGN_DEST,JV_ORIGIN,ISO_COUNTRY_CODE,GMS_SVG,GMS_TEMPLATE,LATITUDE,LONGITUDE,MDPS,MDPS_APPROX,TUNNEL_ORIGIN_LINK,TUNNEL_DEST_LINK,ORIGIN_BEARING,DEST_BEARING,DP2_NODE_ID
848053413,776746346,776941641,Y,N,N,L11.SVG,R,776941641,776746346,IDN,GMS_ID.SVG,SON_A,-6.25571,106.90815,N,N/A,N,N,113.7553,112.36931,
848053413,776746346,777352578,Y,N,N,L11.SVG,L,777352578,776746346,IDN,GMS_ID.SVG,SON_A,-6.25571,106.90815,N,N/A,N,N,113.7553,90.00001,
847495653,776794386,777465978,Y,N,N,L42.SVG,L,777465978,-2,IDN,GMS_ID.SVG,SON_A,-6.27525,107.05064,N,N/A,N,N,113.75609,101.37636,
847495653,776794386,777609764,N,N,Y,L42.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-6.27525,107.05064,N,N/A,N,N,113.75609,112.62563,
847594940,776795355,777585674,N,N,Y,L41.SVG,R,777585674,-2,IDN,GMS_ID.SVG,SON_A,-6.41583,106.89781,N,N/A,N,N,186.05068,184.88591,
847594940,776795355,777620422,Y,N,N,L41.SVG,L,777620422,-2,IDN,GMS_ID.SVG,SON_A,-6.41583,106.89781,N,N/A,N,N,186.05068,175.62874,
847388816,776823330,777387874,N,N,Y,L21.SVG,R,777387874,-2,IDN,GMS_ID.SVG,SON_A,-6.9616,107.60341,N,N/A,N,N,84.76722,85.84726,
847388816,776823330,926587479,Y,N,N,L21.SVG,L,926587479,-2,IDN,GMS_ID.SVG,SON_A,-6.9616,107.60341,N,N/A,N,N,84.76722,78.73028,
848054162,776850560,828062686,Y,N,N,L21.SVG,L,828062686,-1,IDN,GMS_ID.SVG,SON_A,-6.18133,106.87574,N,N/A,N,N,186.30363,135.16704,
848054162,776850560,988722457,N,N,Y,L21.SVG,R,-2,-1,IDN,GMS_ID.SVG,,-6.18133,106.87574,N,N/A,N,N,186.30363,182.89394,
847356089,776855912,776863223,Y,Y,Y,B22.SVG,L,776863223,776855912,IDN,GMS_ID.SVG,EXIT_A_L,-6.24341,106.87726,N,N/A,N,N,183.4828,157.5009,
847356089,776855912,776923263,N,Y,Y,B22.SVG,R,776923263,776855912,IDN,GMS_ID.SVG,EXIT_A_R,-6.24341,106.87726,N,N/A,N,N,183.4828,181.23798,
847643975,776861950,815762919,N,Y,Y,B22.SVG,R,815762919,776861950,IDN,GMS_ID.SVG,EXIT_A_R,-6.24587,106.87281,N,N/A,N,N,104.11674,102.73828,
847643975,776861950,836241592,Y,Y,Y,B22.SVG,L,836241592,776861950,IDN,GMS_ID.SVG,EXIT_A_L,-6.24587,106.87281,N,N/A,N,N,104.11674,71.46248,
848117735,776863223,812820690,Y,Y,Y,B21.SVG,L,812820690,776863223,IDN,GMS_ID.SVG,EXIT_A_L,-6.24592,106.87819,N,N/A,N,N,138.53579,132.68041,
848117735,776863223,851781517,Y,Y,Y,B21.SVG,R,851781517,776863223,IDN,GMS_ID.SVG,EXIT_A_R,-6.24592,106.87819,N,N/A,N,N,138.53579,145.87175,
847775529,776864431,827501386,N,Y,Y,B53LB32.SVG,R,827501386,776864431,IDN,GMS_ID.SVG,EXIT_A_R,-6.25081,106.95702,Y,Y,N/A,N/A,161.6673,160.87538,847488250
847775529,776864431,919896385,Y,N,Y,B53LB32.SVG,M,919896385,-1,IDN,GMS_ID.SVG,EXIT_A_R,-6.25286,106.95789,Y,Y,N/A,N/A,161.6673,152.00028,847488250
847775529,776864431,925919169,Y,N,Y,B53LB32.SVG,L,925919169,-1,IDN,GMS_ID.SVG,EXIT_A_L,-6.25286,106.95789,Y,Y,N/A,N/A,161.6673,152.00028,847488250
848098240,776868438,776997231,N,N,Y,L41.SVG,R,776997231,-2,IDN,GMS_ID.SVG,SON_A,-6.48149,106.87475,N,N/A,N,N,206.58977,207.5771,
848098240,776868438,799538088,Y,N,N,L41.SVG,L,799538088,-2,IDN,GMS_ID.SVG,SON_A,-6.48149,106.87475,N,N/A,N,N,206.58977,201.09424,
847606374,776872362,777318130,N,N,N,L42.SVG,R,-1,776872362,IDN,GMS_ID.SVG,,-6.21906,106.81194,N,N/A,N,N,329.18523,325.40935,
847606374,776872362,844752307,Y,N,N,L42.SVG,L,-1,776872362,IDN,GMS_ID.SVG,,-6.21906,106.81194,N,N/A,N,N,329.18523,301.75864,
847982131,776885332,777042074,N,N,Y,L21.SVG,R,777042074,-2,IDN,GMS_ID.SVG,SON_A,-6.08694,106.14124,N,N/A,N,N,108.17927,109.47579,
847982131,776885332,787909336,Y,N,N,L21.SVG,L,787909336,-2,IDN,GMS_ID.SVG,SON_A,-6.08694,106.14124,N,N/A,N,N,108.17927,106.2762,
847811022,776892832,777172172,Y,N,N,L21.SVG,L,777172172,-2,IDN,GMS_ID.SVG,SON_A,-6.29834,106.95332,N,N/A,N,N,46.09975,37.83059,
847811022,776892832,777299337,N,N,Y,L21.SVG,R,777299337,-2,IDN,GMS_ID.SVG,SON_A,-6.29834,106.95332,N,N/A,N,N,46.09975,47.88625,
848007250,776896909,802997981,Y,N,N,L21.SVG,L,802997981,-1,IDN,GMS_ID.SVG,SON_A,-6.11341,106.68626,N,N/A,N,N,240.25496,180,
848007250,776896909,819484538,N,N,Y,L21.SVG,R,819484538,-1,IDN,GMS_ID.SVG,SON_A,-6.11341,106.68626,N,N/A,N,N,240.25496,240.11412,
847940737,776899035,802856089,N,N,Y,L21.SVG,R,802856089,-2,IDN,GMS_ID.SVG,SON_A,-6.22434,106.95284,N,N/A,N,N,186.20541,189.40754,
847940737,776899035,836143733,Y,N,N,L21.SVG,L,836143733,-2,IDN,GMS_ID.SVG,SON_A,-6.22434,106.95284,N,N/A,N,N,186.20541,174.59155,
848039121,776903860,776951022,Y,N,Y,L11.SVG,L,-1,776903860,IDN,GMS_ID.SVG,,-7.2432,112.71086,N,N/A,N,N,31.94583,14.17176,
848039121,776903860,836159806,Y,N,Y,L11.SVG,R,-1,776903860,IDN,GMS_ID.SVG,,-7.2432,112.71086,N,N/A,N,N,31.94583,37.31795,
847483918,776908883,779030884,Y,N,N,L21.SVG,L,779030884,-1,IDN,GMS_ID.SVG,SON_A,-6.12549,106.77693,N,N/A,N,N,332.23817,316.63258,
847483918,776908883,835992235,N,N,Y,L21.SVG,R,835992235,-1,IDN,GMS_ID.SVG,SON_A,-6.12549,106.77693,N,N/A,N,N,332.23817,334.45102,
847662674,776926023,776978225,Y,N,N,L32.SVG,L,776978225,-1,IDN,GMS_ID.SVG,SON_A,-6.30744,106.87576,N,N/A,N,N,75.65222,72.74661,
847662674,776926023,818173194,N,N,Y,L32.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.30744,106.87576,N,N/A,N,N,75.65222,75.02219,
847447879,776940338,777364043,Y,Y,N,B13.SVG,L,777364043,776940338,IDN,GMS_ID.SVG,EXIT_B_L,-6.55902,106.84531,N,N/A,N,N,198.77115,171.52426,
847447879,776940338,777581449,N,Y,Y,B13.SVG,R,777581449,776940338,IDN,GMS_ID.SVG,EXIT_A_R,-6.55902,106.84531,N,N/A,N,N,198.77115,198.55537,
847643525,776964273,776776477,Y,N,N,L41.SVG,L,776776477,776964273,IDN,GMS_ID.SVG,SON_A,-6.4593,106.88573,N,N/A,N,N,26.75915,8.82518,
847643525,776964273,776822576,N,N,Y,L41.SVG,R,-1,776964273,IDN,GMS_ID.SVG,,-6.4593,106.88573,N,N/A,N,N,26.75915,26.41941,
847443625,776964386,777067888,Y,N,N,L21.SVG,L,777067888,776964386,IDN,GMS_ID.SVG,SON_A,-6.21536,106.80973,N,N/A,N,N,146.78861,108.53653,
847443625,776964386,826946296,N,N,Y,L21.SVG,R,826946296,776964386,IDN,GMS_ID.SVG,SON_A,-6.21536,106.80973,N,N/A,N,N,146.78861,146.06787,
847432896,776986095,777389413,N,Y,N,B22.SVG,L,777389413,-1,IDN,GMS_ID.SVG,EXIT_A_L,-6.17496,106.84724,N,N/A,N,N,269.99999,248.08338,
847432896,776986095,826682934,N,Y,N,B22.SVG,R,826682934,-1,IDN,GMS_ID.SVG,EXIT_A_R,-6.17496,106.84724,N,N/A,N,N,269.99999,268.62809,
847624418,776987615,776796307,Y,N,Y,L11.SVG,L,776796307,776987615,IDN,GMS_ID.SVG,EXIT_A_L,-7.24543,112.70959,N,N/A,N,N,15.63157,353.34326,
847624418,776987615,777688625,Y,N,Y,L11.SVG,R,777688625,776987615,IDN,GMS_ID.SVG,EXIT_A_R,-7.24543,112.70959,N,N/A,N,N,15.63157,22.53079,
847986381,776999296,802856088,N,N,Y,L21.SVG,R,802856088,-1,IDN,GMS_ID.SVG,SON_A,-6.22672,106.95229,N,N/A,N,N,10.43094,10.33734,
847986381,776999296,928308434,Y,N,N,L21.SVG,L,928308434,-1,IDN,GMS_ID.SVG,SON_A,-6.22672,106.95229,N,N/A,N,N,10.43094,3.16112,
847621023,777012741,777263814,Y,N,N,L11.SVG,L,-1,-1,IDN,GMS_ID.SVG,,-6.3106,106.92383,N,N/A,N,N,80.27817,79.53027,
847621023,777012741,777434945,N,N,N,L11.SVG,R,777434945,-1,IDN,GMS_ID.SVG,SON_A,-6.3106,106.92383,N,N/A,N,N,80.27817,127.0372,
847427602,777024754,777724195,N,Y,N,B12.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.23376,106.86754,N,N/A,N,N,172.19255,170.92292,
847427602,777024754,844925682,N,Y,N,B12.SVG,L,-1,-1,IDN,GMS_ID.SVG,,-6.23376,106.86754,N,N/A,N,N,172.19255,88.55943,
847998624,777028643,777060617,N,N,N,L21.SVG,R,-1,777028643,IDN,GMS_ID.SVG,,-6.21523,106.87325,N,N/A,N,N,267.19079,267.49573,
847998624,777028643,782329484,Y,N,N,L21.SVG,L,-1,777028643,IDN,GMS_ID.SVG,,-6.21523,106.87325,N,N/A,N,N,267.19079,236.15386,
847619768,777040833,777409463,Y,N,N,L21.SVG,L,-1,-2,IDN,GMS_ID.SVG,,-6.20555,106.52483,N,N/A,N,N,269.15247,250.09356,
847619768,777040833,912800141,N,N,Y,L21.SVG,R,-2,-2,IDN,GMS_ID.SVG,,-6.20555,106.52483,N,N/A,N,N,269.15247,269.99996,
847597398,777042691,819366015,N,N,N,L21.SVG,R,-1,777042691,IDN,GMS_ID.SVG,,-6.21673,106.87446,N,N/A,N,N,178.13925,177.52507,
847597398,777042691,988944052,Y,N,N,L21.SVG,L,-1,777042691,IDN,GMS_ID.SVG,,-6.21673,106.87446,N,N/A,N,N,178.13925,155.3532,
847887384,777050930,801757171,Y,N,Y,L11.SVG,R,801757171,777050930,IDN,GMS_ID.SVG,EXIT_A_R,-6.4269,107.43433,N,N/A,N,N,290.63629,291.03857,
847887384,777050930,801757175,Y,N,N,L11.SVG,L,801757175,777050930,IDN,GMS_ID.SVG,SON_A,-6.4269,107.43433,N,N/A,N,N,290.63629,285.65507,
847627190,777054471,781903003,Y,Y,N,B21.SVG,R,-1,777054471,IDN,GMS_ID.SVG,,-6.30732,106.86769,N,N/A,N,N,114.60311,129.97678,
847627190,777054471,982493995,N,Y,N,B21.SVG,L,-1,777054471,IDN,GMS_ID.SVG,,-6.30732,106.86769,N,N/A,N,N,114.60311,115.9058,
847521721,777058964,776912891,Y,N,N,L21.SVG,L,776912891,-2,IDN,GMS_ID.SVG,SON_A,-7.29221,112.69808,N,N/A,N,N,13.46469,9.74142,
847521721,777058964,777642874,N,N,Y,L21.SVG,R,777642874,-2,IDN,GMS_ID.SVG,SON_A,-7.29221,112.69808,N,N/A,N,N,13.46469,26.08248,
847802482,777075981,776848587,Y,N,N,L41.SVG,L,776848587,777075981,IDN,GMS_ID.SVG,SON_A,-6.22021,106.63299,N,N/A,N,N,331.08879,324.94161,
847802482,777075981,854930287,N,N,N,L41.SVG,R,-1,777075981,IDN,GMS_ID.SVG,,-6.22021,106.63299,N,N/A,N,N,331.08879,331.6985,
847359601,777100209,777049070,Y,N,N,L21.SVG,L,777049070,-2,IDN,GMS_ID.SVG,SON_A,-6.25639,106.76525,N,N/A,N,N,166.38844,142.00894,
847359601,777100209,845944190,N,N,Y,L21.SVG,R,845944190,-2,IDN,GMS_ID.SVG,SON_A,-6.25639,106.76525,N,N/A,N,N,166.38844,165.07652,
847569659,777101020,810235603,N,N,Y,L21.SVG,R,810235603,777101020,IDN,GMS_ID.SVG,SON_A,3.54733,98.72509,N,N/A,N,N,176.99297,174.24308,
847569659,777101020,916102276,Y,N,N,L21.SVG,L,916102276,777101020,IDN,GMS_ID.SVG,SON_A,3.54733,98.72509,N,N/A,N,N,176.99297,143.18283,
847420283,777101545,777307015,Y,N,N,L21.SVG,L,777307015,-1,IDN,GMS_ID.SVG,SON_A,-6.30411,106.84664,N,N/A,N,N,269.99999,237.83822,
847420283,777101545,783550979,N,N,Y,L21.SVG,R,783550979,-1,IDN,GMS_ID.SVG,SON_A,-6.30411,106.84664,N,N/A,N,N,269.99999,275.78608,
848085234,777107731,777557018,Y,N,N,L21.SVG,L,777557018,-2,IDN,GMS_ID.SVG,SON_A,-7.03094,110.41436,N,N/A,N,N,99.6645,84.04945,
848085234,777107731,777688515,N,N,Y,L21.SVG,R,777688515,-2,IDN,GMS_ID.SVG,SON_A,-7.03094,110.41436,N,N/A,N,N,99.6645,100.1998,
847961791,777135088,901913224,Y,N,N,L32.SVG,L,901913224,777135088,IDN,GMS_ID.SVG,SON_A,-6.12731,106.84512,N,N/A,N,N,78.62681,65.64919,
847961791,777135088,988581868,N,N,Y,L32.SVG,R,988581868,777135088,IDN,GMS_ID.SVG,SON_A,-6.12731,106.84512,N,N/A,N,N,78.62681,76.2173,
847717272,777153887,777062176,Y,N,N,L21.SVG,L,777062176,777153887,IDN,GMS_ID.SVG,SON_A,-6.24069,106.83356,N,N/A,N,N,286.79319,278.1779,
847717272,777153887,777260297,N,N,Y,L21.SVG,R,777260297,777153887,IDN,GMS_ID.SVG,SON_A,-6.24069,106.83356,N,N/A,N,N,286.79319,290.09271,
847383247,777160622,777717631,N,Y,N,B22.SVG,L,777717631,-1,IDN,GMS_ID.SVG,EXIT_A_L,-6.17476,106.84906,N,N/A,N,N,91.12988,71.46482,
847383247,777160622,821701756,N,Y,N,B22.SVG,R,821701756,-1,IDN,GMS_ID.SVG,EXIT_A_R,-6.17476,106.84906,N,N/A,N,N,91.12988,86.16375,
847458152,777162660,777677873,Y,N,N,L31.SVG,L,777677873,-1,IDN,GMS_ID.SVG,SON_A,-6.28774,106.8785,N,N/A,N,N,153.57298,126.19198,
847458152,777162660,827503443,Y,N,N,L31.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.28774,106.8785,N,N/A,N,N,153.57298,176.2088,
847995005,777180936,777062661,Y,N,N,L41.SVG,L,777062661,-2,IDN,GMS_ID.SVG,SON_A,-6.25084,106.98516,N,N/A,N,N,297.35523,284.11683,
847995005,777180936,801425314,N,N,Y,L41.SVG,R,801425314,-2,IDN,GMS_ID.SVG,SON_A,-6.25084,106.98516,N,N/A,N,N,297.35523,296.70193,
847483919,777185544,777340914,Y,N,Y,L11.SVG,L,-1,777185544,IDN,GMS_ID.SVG,,-7.24425,112.71058,N,N/A,N,N,214.60952,177.72766,
847483919,777185544,836157636,Y,N,Y,L11.SVG,R,-1,777185544,IDN,GMS_ID.SVG,,-7.24425,112.71058,N,N/A,N,N,214.60952,200.40553,
847812141,777192716,906520098,Y,N,N,L21.SVG,L,906520098,777192716,IDN,GMS_ID.SVG,SON_A,-7.3437,112.71175,N,N/A,N,N,197.51423,184.72474,
847812141,777192716,913098378,N,N,Y,L21.SVG,R,-1,777192716,IDN,GMS_ID.SVG,,-7.3437,112.71175,N,N/A,N,N,197.51423,199.14336,
847529172,777203440,776967460,N,N,N,L22.SVG,R,-1,777203440,IDN,GMS_ID.SVG,,-6.19744,106.62972,N,N/A,N,N,35.15297,31.60939,
847529172,777203440,777036451,Y,N,N,L22.SVG,L,-1,777203440,IDN,GMS_ID.SVG,,-6.19744,106.62972,N,N/A,N,N,35.15297,7.38846,
847916749,777205538,776804561,Y,N,N,L21.SVG,L,776804561,-1,IDN,GMS_ID.SVG,SON_A,-6.17811,106.94297,N,N/A,N,N,2.47511,341.077,
847916749,777205538,834081941,N,N,Y,L21.SVG,R,834081941,-1,IDN,GMS_ID.SVG,SON_A,-6.17811,106.94297,N,N/A,N,N,2.47511,0,
847842194,777213473,777160363,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-7.30866,112.70776,N,N/A,N,N,284.73543,287.58128,
847842194,777213473,777695741,Y,N,N,L21.SVG,L,777695741,-2,IDN,GMS_ID.SVG,SON_A,-7.30866,112.70776,N,N/A,N,N,284.73543,281.91554,
885175464,777223477,836214074,Y,N,N,L21.SVG,L,836214074,-1,IDN,GMS_ID.SVG,SON_A,-7.34425,112.77656,N,N/A,N,N,99.34799,75.85231,
885175464,777223477,956934163,N,N,Y,L21.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-7.34425,112.77656,N,N/A,N,N,99.34799,99.53917,
847579444,777234509,836163999,Y,N,N,L21.SVG,L,836163999,-2,IDN,GMS_ID.SVG,SON_A,-7.28898,112.70072,N,N/A,N,N,238.18461,217.52197,
847579444,777234509,920795921,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-7.28898,112.70072,N,N/A,N,N,238.18461,234.07267,
847851157,777237340,777077396,N,N,Y,L21.SVG,R,-1,777237340,IDN,GMS_ID.SVG,,-7.24354,112.71009,N,N/A,N,N,285.90129,286.82598,
847851157,777237340,777411264,Y,N,Y,L21.SVG,L,777411264,777237340,IDN,GMS_ID.SVG,EXIT_A_L,-7.24354,112.71009,N,N/A,N,N,285.90129,269.99999,
847519939,777283646,777354227,N,N,Y,L21.SVG,R,777354227,777283646,IDN,GMS_ID.SVG,SON_A,-6.96473,107.63048,N,N/A,N,N,96.58035,97.23718,
847519939,777283646,927022400,Y,N,N,L21.SVG,L,927022400,777283646,IDN,GMS_ID.SVG,SON_A,-6.96473,107.63048,N,N/A,N,N,96.58035,90.81297,
847543776,777285753,782325374,N,N,Y,L22.SVG,R,782325374,-1,IDN,GMS_ID.SVG,SON_A,-6.29151,106.78357,N,N/A,N,N,287.71261,290.52324,
847543776,777285753,834034085,Y,N,N,L22.SVG,L,834034085,-1,IDN,GMS_ID.SVG,SON_A,-6.29151,106.78357,N,N/A,N,N,287.71261,263.24987,
847760303,777295653,777498591,N,N,Y,L21.SVG,R,777498591,-2,IDN,GMS_ID.SVG,SON_A,-6.95609,107.5718,N,N/A,N,N,118.60361,118.43497,
847760303,777295653,926517673,Y,N,N,L21.SVG,L,926517673,-2,IDN,GMS_ID.SVG,SON_A,-6.95609,107.5718,N,N/A,N,N,118.60361,111.67397,
847632218,777317262,776851790,N,N,Y,L11.SVG,R,776851790,-1,IDN,GMS_ID.SVG,SON_A,-7.03106,110.42824,N,N/A,N,N,94.79958,92.04274,
847632218,777317262,966112403,Y,N,Y,L11.SVG,L,966112403,-1,IDN,GMS_ID.SVG,EXIT_A_L,-7.03106,110.42824,N,N/A,N,N,94.79958,87.72243,
847353019,777318805,776962357,N,Y,N,B22.SVG,R,776962357,-1,IDN,GMS_ID.SVG,EXIT_A_R,-6.17794,106.84255,N,N/A,N,N,49.01978,77.40034,
847353019,777318805,777475324,N,Y,N,B22.SVG,L,777475324,-1,IDN,GMS_ID.SVG,EXIT_A_L,-6.17794,106.84255,N,N/A,N,N,49.01978,50.54696,
847713359,777329565,776871208,N,N,Y,L21.SVG,R,776871208,-1,IDN,GMS_ID.SVG,SON_A,-6.14916,106.79215,N,N/A,N,N,152.61248,152.68868,
847713359,777329565,777759798,Y,N,N,L21.SVG,L,777759798,-1,IDN,GMS_ID.SVG,SON_A,-6.14916,106.79215,N,N/A,N,N,152.61248,136.49734,
847791894,777332619,988608081,Y,N,N,L21.SVG,L,988608081,-1,IDN,GMS_ID.SVG,SON_A,-6.23274,106.87668,N,N/A,N,N,163.10387,135.16984,
847791894,777332619,988831463,N,N,Y,L21.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.23274,106.87668,N,N/A,N,N,163.10387,165.83081,
847858666,777349490,777265088,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-6.34866,107.2646,N,N/A,N,N,92.5493,93.83764,
847858666,777349490,802861173,Y,N,N,L21.SVG,L,802861173,-2,IDN,GMS_ID.SVG,SON_A,-6.34866,107.2646,N,N/A,N,N,92.5493,83.11542,
848005069,777351239,777486491,Y,N,N,L21.SVG,L,777486491,-1,IDN,GMS_ID.SVG,SON_A,-6.29343,106.82108,N,N/A,N,N,292.01371,280.2645,
848005069,777351239,777686414,N,N,Y,L21.SVG,R,777686414,-1,IDN,GMS_ID.SVG,SON_A,-6.29343,106.82108,N,N/A,N,N,292.01371,291.07168,
848034323,777356515,777112372,N,N,Y,L41.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-6.2621,107.01493,N,N/A,N,N,289.96499,289.56788,
848034323,777356515,777584275,Y,N,N,L41.SVG,L,777584275,-2,IDN,GMS_ID.SVG,SON_A,-6.2621,107.01493,N,N/A,N,N,289.96499,258.62393,
847588127,777357279,777206319,Y,N,N,L21.SVG,L,777206319,-2,IDN,GMS_ID.SVG,SON_A,-7.3433,112.76099,N,N/A,N,N,282.62909,281.40099,
847588127,777357279,777281648,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-7.3433,112.76099,N,N/A,N,N,282.62909,286.38747,
847723226,777367382,777204950,N,N,Y,L21.SVG,R,777204950,-2,IDN,GMS_ID.SVG,SON_A,-6.52824,106.85404,N,N/A,N,N,200.01613,197.67576,
847723226,777367382,799539584,Y,N,N,L21.SVG,L,799539584,-2,IDN,GMS_ID.SVG,SON_A,-6.52824,106.85404,N,N/A,N,N,200.01613,180,
848072613,777375301,776795049,N,N,Y,L21.SVG,R,776795049,-1,IDN,GMS_ID.SVG,SON_A,-6.29019,106.87906,N,N/A,N,N,337.87196,333.57304,
848072613,777375301,777163465,Y,N,N,L21.SVG,L,777163465,-1,IDN,GMS_ID.SVG,SON_A,-6.29019,106.87906,N,N/A,N,N,337.87196,298.95711,
848064669,777378166,777435893,N,N,N,L21.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.31126,106.67523,N,N/A,N,N,331.13091,332.04307,
848064669,777378166,927127551,Y,N,N,L21.SVG,L,927127551,-1,IDN,GMS_ID.SVG,SON_A,-6.31126,106.67523,N,N/A,N,N,331.13091,313.3262,
848067412,777378971,786130571,N,N,N,L22.SVG,R,786130571,777378971,IDN,GMS_ID.SVG,SON_A,-6.3059,106.88098,N,N/A,N,N,73.96253,76.15869,
848067412,777378971,836575196,Y,N,N,L22.SVG,L,836575196,777378971,IDN,GMS_ID.SVG,SON_A,-6.3059,106.88098,N,N/A,N,N,73.96253,55.14196,
847385541,777388559,777251366,N,N,Y,L21.SVG,R,777251366,777388559,IDN,GMS_ID.SVG,SON_A,-6.18872,106.94326,N,N/A,N,N,175.3158,175.93811,
847385541,777388559,777460876,Y,N,N,L21.SVG,L,777460876,777388559,IDN,GMS_ID.SVG,SON_A,-6.18872,106.94326,N,N/A,N,N,175.3158,150.78513,
847494767,777395765,777204242,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-7.30807,112.70613,N,N/A,N,N,106.23851,105.60925,
847494767,777395765,920194387,Y,N,N,L21.SVG,L,920194387,-2,IDN,GMS_ID.SVG,SON_A,-7.30807,112.70613,N,N/A,N,N,106.23851,87.18449,
847503288,777402810,828055016,Y,N,N,R21.SVG,R,828055016,777402810,IDN,GMS_ID.SVG,SON_A,-6.24318,106.8486,N,N/A,N,N,85.65838,94.60111,
847503288,777402810,917771348,N,N,N,R21.SVG,L,-1,777402810,IDN,GMS_ID.SVG,,-6.24318,106.8486,N,N/A,N,N,85.65838,81.82205,
847367446,777418195,777186426,N,N,Y,L22.SVG,R,-1,777418195,IDN,GMS_ID.SVG,,-6.30551,106.85973,N,N/A,N,N,86.16281,86.89917,
847367446,777418195,777606720,Y,N,N,L22.SVG,L,777606720,777418195,IDN,GMS_ID.SVG,SON_A,-6.30551,106.85973,N,N/A,N,N,86.16281,54.84448,
847426721,777428641,777345997,N,Y,Y,B22.SVG,L,-1,-1,IDN,GMS_ID.SVG,,-6.60204,106.81036,N,N/A,N,N,54.82869,53.74243,
847426721,777428641,777410617,N,Y,N,B22.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.60204,106.81036,N,N/A,N,N,54.82869,85.88721,
847490134,777445674,777430669,N,N,Y,L21.SVG,R,777430669,-1,IDN,GMS_ID.SVG,SON_A,-6.24707,106.95547,N,N/A,N,N,344.83128,348.84608,
847490134,777445674,777518501,Y,N,N,L21.SVG,L,777518501,-1,IDN,GMS_ID.SVG,SON_A,-6.24707,106.95547,N,N/A,N,N,344.83128,343.58835,
847523253,777472411,777045132,Y,N,N,L21.SVG,L,-1,-1,IDN,GMS_ID.SVG,,-6.21803,106.81388,N,N/A,N,N,93.96847,46.22834,
847523253,777472411,826860647,Y,N,N,L21.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.21803,106.81388,N,N/A,N,N,93.96847,104.116,
847673577,777485027,833592935,Y,N,Y,L11.SVG,R,833592935,-1,IDN,GMS_ID.SVG,EXIT_A_R,-6.18105,106.7939,N,N/A,N,N,35.37983,51.17714,
847673577,777485027,979705337,Y,N,Y,L11.SVG,L,979705337,-1,IDN,GMS_ID.SVG,EXIT_A_L,-6.18105,106.7939,N,N/A,N,N,35.37983,21.68647,
847509318,777497114,777309994,N,N,Y,L22.SVG,R,777309994,777497114,IDN,GMS_ID.SVG,SON_A,-6.3139,106.88588,N,N/A,N,N,346.40853,347.13463,
847509318,777497114,999290029,Y,N,Y,L22.SVG,L,999290029,777497114,IDN,GMS_ID.SVG,EXIT_B_L,-6.3139,106.88588,N,N/A,N,N,346.40853,339.9419,
847984051,777497777,776835983,Y,N,N,L21.SVG,L,-1,-2,IDN,GMS_ID.SVG,,-6.93049,107.57573,N,N/A,N,N,69.42037,50.50452,
847984051,777497777,777140585,N,N,Y,L21.SVG,R,-1,-2,IDN,GMS_ID.SVG,,-6.93049,107.57573,N,N/A,N,N,69.42037,82.82309,
848102536,777497796,815324412,Y,N,N,L41.SVG,L,815324412,777497796,IDN,GMS_ID.SVG,SON_A,-6.21968,106.56352,N,N/A,N,N,105.44829,94.6009,
848102536,777497796,855100829,N,N,Y,L41.SVG,R,-1,777497796,IDN,GMS_ID.SVG,,-6.21968,106.56352,N,N/A,N,N,105.44829,108.53668,
847596102,777527861,776946379,Y,N,N,L22.SVG,L,-1,777527861,IDN,GMS_ID.SVG,,-6.37238,106.89649,N,N/A,N,N,169.90718,139.93866,
847596102,777527861,827881426,N,N,N,L22.SVG,R,-1,777527861,IDN,GMS_ID.SVG,,-6.37238,106.89649,N,N/A,N,N,169.90718,170.93755,
847763136,777541453,776759691,N,N,Y,L21.SVG,R,776759691,-1,IDN,GMS_ID.SVG,SON_A,-6.22497,106.61812,N,N/A,N,N,262.16223,261.20276,
847763136,777541453,777087485,Y,N,N,L21.SVG,L,777087485,-1,IDN,GMS_ID.SVG,SON_A,-6.22497,106.61812,N,N/A,N,N,262.16223,227.55761,
847883046,777542840,927127547,N,N,N,L21.SVG,R,-1,-1,IDN,GMS_ID.SVG,,-6.31051,106.675,N,N/A,N,N,149.18965,153.57402,
847883046,777542840,939376572,Y,N,N,L21.SVG,L,939376572,-1,IDN,GMS_ID.SVG,SON_A,-6.31051,106.675,N,N/A,N,N,149.18965,126.42006,
