#genre_id;genre_is_brand;gen_0;gen_1;gen_2;genre_level;genre_type;org_code;sub_category;chain_id;cuisine_id;building_type;three
160;Y;5;2;21;2;null;9537;0;9939;0;0;0
133;N;4;2;0;1;null;7011;18;0;0;0;0
247;N;5;12;0;1;null;0;0;0;0;0;9563
268;N;6;3;0;1;null;9718;58;0;0;0;0
62;Y;2;3;0;1;null;7538;0;250;0;0;0
257;Y;5;13;9;2;null;9567;0;22836;0;0;0
286;N;6;16;0;1;null;2084;0;0;0;0;0
281;N;6;11;0;1;null;0;0;0;0;0;9534
16;N;1;14;1;2;0;0;0;0;0;0;0
100;Y;2;10;26;2;null;5540;0;21734;0;0;0
411;N;7;19;4;2;null;9992;0;0;0;5;0
436;N;8;20;0;1;null;0;0;0;0;0;9581
329;Y;7;2;11;2;null;6000;0;1369;0;0;0
382;Y;7;11;11;2;null;9565;0;5497;0;0;0
7;N;1;6;0;1;null;5800;0;0;9;0;0
21;Y;1;14;6;2;null;5800;0;5500;27;0;0
360;N;7;6;0;1;null;9525;0;0;0;0;0
5;N;1;4;0;1;null;5800;0;0;5;0;0
212;Y;5;8;2;2;null;5400;0;10035;0;0;0
37;N;1;27;0;1;null;5800;0;0;76;0;0
126;N;3;6;0;1;null;7897;0;0;0;0;0
127;N;3;7;0;1;null;9989;0;0;0;0;0
128;N;3;8;0;1;null;4013;0;0;0;0;0
338;Y;7;2;20;2;null;6000;0;4083;0;0;0
420;N;8;4;0;1;null;9715;0;0;0;0;0
267;N;6;2;0;1;null;9718;57;0;0;0;0
320;Y;7;2;2;2;null;6000;0;76;0;0;0
239;N;5;10;0;1;null;0;0;0;0;0;0
25;N;1;15;0;1;null;5800;0;0;28;0;0
284;N;6;14;0;1;null;7997;72;0;0;0;0
117;Y;2;11;5;2;null;7510;0;4063;0;0;0
186;N;5;2;47;2;null;9537;49;0;0;0;0
212;Y;5;8;2;2;null;5400;0;42;0;0;0
325;Y;7;2;7;2;null;6000;0;115;0;0;0
415;N;7;20;0;1;null;9211;0;0;0;0;0
118;Y;2;11;6;2;null;7510;0;23722;0;0;0
201;Y;5;7;6;2;null;9545;0;21147;0;0;0
297;Y;7;1;6;2;null;3578;0;113;0;0;0
280;N;6;10;5;2;null;8410;0;0;0;0;0
256;Y;5;13;8;2;null;9567;0;22832;0;0;0
264;N;5;19;0;1;null;0;0;0;0;0;9554
96;Y;2;10;22;2;null;5540;0;21143;0;0;0
309;Y;7;1;18;2;null;3578;0;4047;0;0;0
288;N;6;18;0;1;null;0;0;0;0;0;9574
194;N;5;6;0;1;null;9535;0;0;0;0;0
409;N;7;19;2;2;null;9992;0;0;0;1;0
81;Y;2;10;7;2;null;5540;0;94;0;0;0
55;Y;1;35;10;2;null;9996;0;23692;0;0;0
83;Y;2;10;9;2;null;5540;0;891;0;0;0
314;Y;7;1;23;2;null;3578;0;20516;0;0;0
98;Y;2;10;24;2;null;5540;0;21643;0;0;0
204;Y;5;7;9;2;null;9545;0;21153;0;0;0
258;N;5;13;10;2;null;9567;45;0;0;0;0
244;Y;5;10;5;2;null;9560;0;23706;0;0;0
384;Y;7;11;13;2;null;9565;0;5499;0;0;0
216;Y;5;8;6;2;null;5400;0;261;0;0;0
193;N;5;5;4;2;null;9987;0;0;0;0;0
101;Y;2;10;27;2;null;5540;0;21828;0;0;0
94;Y;2;10;20;2;null;5540;0;21138;0;0;0
180;Y;5;2;41;2;null;9537;0;22845;0;0;0
