#gen_0;gen_1;gen_2;level;genre_is_brand;importance;genre_type;org_code1;org_code2;chaincode;genre_id
1;4;47;2;Y;;null;110102;;2FA2;207
9;4;119;2;Y;;null;150101;;6001;1604
4;2;163;2;Y;;null;120101;;346E;1044
7;2;3;2;N;;null;230128;;;1655
4;3;116;2;Y;;null;120102;;106F;1360
2;13;4;2;Y;;null;130501;;2F84;828
4;2;15;2;Y;;null;120101;;10C4;1116
5;9;1;2;Y;;null;180209;;4121;1397
2;4;36;2;Y;;null;130106;;9001;677
1;5;61;2;Y;;null;110101;;336A;404
1;4;24;2;Y;;null;110102;;3047;151
4;2;211;2;Y;;null;120101;;10B1;1004
1;4;67;2;Y;;null;110102;;3302;203
2;4;85;2;Y;;null;130106;;2217;614
2;14;27;2;Y;;null;130406;;2261;856
1;5;106;2;Y;;null;110101;;303C;366
1;5;14;2;Y;;null;110101;;3318;309
4;3;12;2;Y;;null;120102;;109E;1363
2;23;6;2;Y;;null;130602;;2F86;940
2;6;63;2;Y;;null;130301;;224F;714
2;6;33;2;Y;;null;130301;;34AB;720
2;15;28;2;Y;;null;130405;;34B8;876
9;4;91;2;Y;;null;150101;;6014;1580
9;4;62;2;Y;;null;150101;;6066;1536
4;3;11;2;Y;;null;120102;;1094;1333
2;4;20;2;Y;;null;130106;;2F46;653
1;2;24;2;Y;;null;110200;;3063;62
2;4;34;2;Y;;null;130106;;2220;676
5;15;8;2;Y;;null;180203;;4073;1420
4;2;103;2;Y;;null;120101;;1097;1051
2;9;11;2;Y;;null;130201;;411D;781
1;8;14;2;Y;;null;110302;;361C;475
4;3;52;2;Y;;null;120102;;100F;1254
2;9;22;2;Y;;null;130201;;2503;780
4;2;143;2;Y;;null;120101;;100A;1029
4;2;154;2;Y;;null;120101;;4086;1164
2;9;3;2;Y;;null;130201;;248C;778
2;11;0;1;N;;null;130803;;;805
4;2;129;2;Y;;null;120101;;3097;1188
1;5;129;2;Y;;null;110101;;355C;285
4;3;123;2;Y;;null;120102;;4102;1344
5;15;6;2;Y;;null;180203;;1072;1414
1;5;140;2;Y;;null;110101;;346A;279
2;3;72;2;Y;;null;130102;;2F1C;597
1;5;192;2;Y;;null;110101;;2FB8;237
1;7;7;2;Y;;null;110304;;3600;467
4;3;38;2;Y;;null;120102;;310C;1336
6;15;0;1;N;;null;210215;;;1445
4;2;152;2;Y;;null;120101;;10AA;1162
4;3;63;2;Y;;null;120102;;108B;1269
1;3;3;2;Y;;null;110103;;3032;137
9;4;8;2;Y;;null;150101;;6042;1558
4;3;82;2;Y;;null;120102;;1004;1346
4;3;54;2;Y;;null;120102;;4060;1287
9;4;24;2;Y;;null;150101;;6054;1537
1;5;44;2;Y;;null;110101;;356D;336
4;2;36;2;Y;;null;120101;;10C6;1096
2;4;44;2;Y;;null;130106;;2F65;679
4;2;44;2;Y;;null;120101;;101B;1016
2;9;18;2;Y;;null;130201;;2483;796
7;4;4;2;Y;;null;210302;;2FF7;1452
4;2;146;2;Y;;null;120101;;4054;1207
2;4;18;2;Y;;null;130106;;2F60;670
1;2;59;2;Y;;null;110200;;303A;66
6;9;0;1;N;;null;180306;;;1439
2;4;48;2;Y;;null;130106;;2F71;638
9;4;81;2;Y;;null;150101;;605E;1579
4;3;76;2;Y;;null;120102;;4104;1351
4;2;55;2;Y;;null;120101;;1055;1124
4;3;4;2;Y;;null;120102;;1060;1270
2;3;44;2;Y;;null;130102;;2F5A;579
2;2;11;2;Y;;null;130105;;2227;501
2;24;2;2;Y;;null;130603;;2FCA;953
2;20;0;1;N;;null;130700;;;916
2;14;6;2;Y;;null;130406;;220C;840
1;5;34;2;Y;;null;110101;;3077;370
2;4;41;2;Y;;null;130106;;2F1B;665
5;9;4;2;Y;;null;180209;;354A;1381
1;5;120;2;Y;;null;110101;;3081;360
2;5;2;2;Y;;null;130601;;2FC6;690
1;4;13;2;Y;;null;110102;;3308;194
4;3;121;2;Y;;null;120102;;10E7;1300
4;2;67;2;Y;;null;120101;;10AB;1148
1;5;113;2;Y;;null;110101;;307A;355
4;2;77;2;Y;;null;120101;;10BB;1218
4;3;83;2;Y;;null;120102;;1012;1308
1;2;46;2;Y;;null;110200;;3099;75
4;2;156;2;Y;;null;120101;;1302;1125
1;2;15;2;Y;;null;110200;;311B;94
4;2;183;2;Y;;null;120101;;101D;1053
2;6;6;2;Y;;null;130301;;225F;727
1;5;128;2;Y;;null;110101;;335F;439
2;15;0;1;N;;null;130405;;;858
2;3;46;2;Y;;null;130102;;2F4B;524
2;16;1;2;Y;;null;130302;;3510;907
1;5;123;2;Y;;null;110101;;334E;374
4;3;78;2;Y;;null;120102;;34FC;1247
4;3;137;2;Y;;null;120102;;4057;1273
1;4;63;2;Y;;null;110102;;311A;215
4;2;110;2;Y;;null;120101;;10AE;1078
2;9;8;2;Y;;null;130201;;342D;801
1;4;68;2;Y;;null;110102;;2F8A;210
1;5;199;2;Y;;null;110101;;309B;303
4;2;83;2;Y;;null;120101;;1094;1166
2;15;40;2;Y;;null;130405;;2258;888
9;4;19;2;Y;;null;150101;;6035;1594
9;10;5;2;Y;;null;210301;;6400;1637
4;2;145;2;Y;;null;120101;;408D;1056
1;5;100;2;Y;;null;110101;;3361;368
4;3;136;2;Y;;null;120102;;1067;1324
9;4;122;2;Y;;null;150101;;6002;1524
4;2;3;2;Y;;null;120101;;100B;1180
1;2;101;2;Y;;null;110200;;3436;12
1;5;210;2;Y;;null;110101;;346F;251
4;2;189;2;Y;;null;120101;;10C8;1097
9;4;52;2;Y;;null;150101;;600D;1549
2;13;0;1;N;;null;130501;;;808
4;2;11;2;Y;;null;120101;;408E;1106
2;3;70;2;Y;;null;130102;;2F55;565
2;13;1;2;N;;null;130502;;;1644
1;5;143;2;Y;;null;110101;;3363;453
1;3;10;2;Y;;null;110103;;3300;134
4;2;62;2;Y;;null;120101;;1032;1128
4;3;77;2;Y;;null;120102;;1090;1275
1;2;28;2;Y;;null;110200;;312B;90
2;4;84;2;Y;;null;130106;;2F67;618
2;21;10;2;Y;;null;130303;;3545;923
6;7;2;2;Y;;null;170106;;2210;1437
2;15;30;2;Y;;null;130405;;2257;864
7;4;5;2;Y;;null;210302;;2FFB;1460
2;24;4;2;Y;;null;130603;;2FBB;951
4;2;133;2;Y;;null;120101;;10B7;1088
5;15;2;2;Y;;null;180203;;1074;1418
2;4;47;2;Y;;null;130106;;2F37;633
1;4;75;2;Y;;null;110102;;3130;193
4;2;84;2;Y;;null;120101;;10B2;1129
3;3;0;1;N;;null;140301;;404B;961
1;5;27;2;Y;;null;110101;;2FCD;329
1;5;193;2;Y;;null;110101;;3084;392
4;2;45;2;Y;;null;120101;;109C;1092
2;6;32;2;Y;;null;130301;;34BD;705
2;4;58;2;Y;;null;130106;;2F04;667
9;4;89;2;Y;;null;150101;;606C;1514
2;16;4;2;Y;;null;130302;;2272;906
1;2;98;2;Y;;null;110200;;334C;9
1;5;228;2;Y;;null;110101;;306B;234
2;13;7;2;Y;;null;130501;;2F85;813
4;3;39;2;Y;;null;120102;;4070;1334
2;4;77;2;Y;;null;130106;;2233;604
4;3;86;2;Y;;null;120102;;10B3;1274
1;2;33;2;Y;;null;110200;;8008;41
1;5;161;2;Y;;null;110101;;3476;259
4;2;166;2;Y;;null;120101;;405C;1038
4;2;108;2;Y;;null;120101;;1010;1031
2;14;13;2;Y;;null;130406;;3512;844
4;2;161;2;Y;;null;120101;;4109;1165
9;4;14;2;Y;;null;150101;;6049;1557
4;2;147;2;Y;;null;120101;;3617;1059
2;5;5;2;Y;;null;130601;;411E;689
5;9;20;2;Y;;null;180209;;8012;1395
4;2;181;2;Y;;null;120101;;1013;1027
2;14;14;2;Y;;null;130406;;34AA;851
1;5;166;2;Y;;null;110101;;330D;331
4;2;224;2;Y;;null;120101;;10C0;1037
1;4;64;2;Y;;null;110102;;3350;211
2;4;76;2;Y;;null;130106;;2F69;613
2;4;1;2;Y;;null;130106;;2F47;680
2;19;0;1;N;;null;130402;;;911
1;5;198;2;Y;;null;110101;;2FDF;298
1;5;22;2;Y;;null;110101;;3129;430
4;2;162;2;Y;;null;120101;;10DD;1196
2;4;40;2;Y;;null;130106;;221C;664
2;6;21;2;Y;;null;130301;;350B;737
4;3;50;2;Y;;null;120102;;309E;1259
4;3;29;2;Y;;null;120102;;406E;1264
2;16;6;2;Y;;null;130302;;2FB9;902
1;2;7;2;Y;;null;110200;;3407;15
4;2;8;2;Y;;null;120101;;330B;1121
7;1;0;1;N;;0;;;;1447
1;2;0;1;N;;null;110200;;;3
1;5;114;2;Y;;null;110101;;332F;354
1;5;187;2;Y;;null;110101;;3048;436
2;6;47;2;Y;;null;130301;;34A6;763
1;5;197;2;Y;;null;110101;;3465;265
2;3;27;2;Y;;null;130102;;2F14;522
1;4;20;2;Y;;null;110102;;312C;200
1;5;234;2;Y;;null;110101;;3468;294
2;3;78;2;Y;;null;130102;;3551;540
4;2;47;2;Y;;null;120101;;10D7;1087
3;9;1;2;Y;;null;230211;;2FAD;986
2;20;5;2;Y;;null;130700;;8009;919
1;5;80;2;Y;;null;110101;;305E;403
1;5;84;2;Y;;null;110101;;3421;382
1;8;9;2;Y;;null;110302;;8008;478
4;3;133;2;Y;;null;120102;;1069;1325
1;2;31;2;Y;;null;110200;;303E;87
6;1;0;1;N;;0;;;;1426
1;5;146;2;Y;;null;110101;;10D4;307
2;4;25;2;Y;;null;130106;;2230;625
2;15;19;2;Y;;null;130405;;226D;885
9;11;0;1;N;;null;200103;;;1639
9;4;43;2;Y;;null;150101;;600A;1550
1;5;130;2;Y;;null;110101;;2FDE;284
2;4;29;2;Y;;null;130106;;221A;683
2;14;1;2;Y;;null;130406;;3513;854
1;5;226;2;Y;;null;110101;;3402;450
2;15;29;2;Y;;null;130405;;225A;891
1;5;227;2;Y;;null;110101;;3461;449
4;2;216;2;Y;;null;120101;;4119;1010
2;9;19;2;Y;;null;130201;;340E;794
2;3;21;2;Y;;null;130102;;2F2F;589
9;4;68;2;Y;;null;150101;;606F;1517
1;4;59;2;Y;;null;110102;;2F8C;206
4;2;9;2;Y;;null;120101;;109D;1047
4;2;18;2;Y;;null;120101;;3472;1040
1;5;49;2;Y;;null;110101;;2FD2;409
5;15;0;1;N;;null;180203;;;1412
2;15;27;2;Y;;null;130405;;2265;867
1;7;6;2;Y;;null;110304;;3368;468
2;3;28;2;Y;;null;130102;;2F64;523
2;16;8;2;Y;;null;130302;;2242;903
4;3;102;2;Y;;null;120102;;34FA;1323
9;4;108;2;Y;;null;150101;;6057;1544
4;3;134;2;Y;;null;120102;;1055;1272
2;6;54;2;Y;;null;130301;;3496;715
2;23;4;2;Y;;null;130602;;2FCA;945
9;10;4;2;Y;;null;210301;;2F00;1635
1;4;50;2;Y;;null;110102;;308E;204
8;5;0;1;N;;null;190400;;;1470
1;4;12;2;Y;;null;110102;;302F;195
4;2;17;2;Y;;null;120101;;3615;1002
1;2;53;2;Y;;null;110200;;3089;71
4;2;32;2;Y;;null;120101;;406B;1019
1;5;78;2;Y;;null;110101;;345B;290
2;8;4;2;Y;;null;130203;;340B;776
4;2;198;2;Y;;null;120101;;1059;1199
2;4;60;2;Y;;null;130106;;2209;610
8;8;0;1;N;;null;160204;;;1473
1;7;5;2;Y;;null;110304;;304E;461
4;2;186;2;Y;;null;120101;;104E;1082
4;2;169;2;Y;;null;120101;;10AC;1032
9;4;85;2;Y;;null;150101;;603B;1522
3;11;0;1;N;;null;140202;;;993
2;3;48;2;Y;;null;130102;;3572;553
6;3;3;2;N;;null;190203;;;1651
4;2;2;2;Y;;null;120101;;10DC;1138
1;5;195;2;Y;;null;110101;;332E;271
9;4;100;2;Y;;null;150101;;601B;1520
9;4;31;2;Y;;null;150101;;601F;1542
5;15;3;2;Y;;null;180203;;2247;1424
1;2;115;2;Y;;null;110200;;34CA;103
9;6;5;2;Y;;null;200405;;2FA6;1619
3;8;9;2;Y;;null;230215;;2009;981
9;4;86;2;Y;;null;150101;;6037;1521
4;2;223;2;Y;;null;120101;;1019;1033
4;3;129;2;Y;;null;120102;;1039;1295
9;4;4;2;Y;;null;150101;;6008;1596
9;4;114;2;Y;;null;150101;;600F;1591
9;4;59;2;Y;;null;150101;;6036;1564
4;2;190;2;Y;;null;120101;;100E;1157
2;3;64;2;Y;;null;130102;;2F56;527
1;5;154;2;Y;;null;110101;;331E;267
4;3;18;2;Y;;null;120102;;107D;1298
1;5;124;2;Y;;null;110101;;3425;353
2;9;5;2;Y;;null;130201;;3427;783
9;2;7;2;Y;;null;210204;;34C6;1484
9;4;44;2;Y;;null;150101;;6053;1606
9;4;53;2;Y;;null;150101;;6058;1563
1;4;66;2;Y;;null;110102;;309E;192
4;2;68;2;Y;;null;120101;;108F;1152
1;5;127;2;Y;;null;110101;;345C;347
2;5;4;2;Y;;null;130601;;2305;696
2;3;40;2;Y;;null;130102;;2F51;569
2;6;12;2;Y;;null;130301;;2254;713
9;10;0;1;N;;null;210301;;;1631
1;2;94;2;Y;;null;110200;;3416;37
1;5;93;2;Y;;null;110101;;2FDD;375
2;2;2;2;Y;;null;130105;;2F39;505
4;2;65;2;Y;;null;120101;;406C;1139
2;6;46;2;Y;;null;130301;;34A0;699
2;15;31;2;Y;;null;130405;;2269;879
4;2;219;2;Y;;null;120101;;1079;1015
2;3;62;2;Y;;null;130102;;2F4D;563
8;5;2;2;N;;null;190403;;;1662
9;12;0;1;N;;3;200104;;;1640
1;2;65;2;Y;;null;110200;;3126;59
9;4;48;2;Y;;null;150101;;600B;1535
5;12;0;1;N;;null;180201;;;1404
1;5;0;1;N;;null;110101;;;216
1;5;212;2;Y;;null;110101;;3085;230
4;3;59;2;Y;;null;120102;;106C;1233
2;13;6;2;Y;;null;130501;;2F80;811
1;5;42;2;Y;;null;110101;;307D;401
1;5;115;2;Y;;null;110101;;3306;454
4;2;116;2;Y;;null;120101;;10CD;1145
9;4;83;2;Y;;null;150101;;6044;1507
1;4;36;2;Y;;null;110102;;360C;165
4;2;63;2;Y;;null;120101;;10B6;1141
2;16;2;2;Y;;null;130302;;2205;904
4;2;182;2;Y;;null;120101;;10C7;1008
2;13;13;2;Y;;null;130501;;2F7C;826
5;9;13;2;Y;;null;180209;;3507;1392
5;14;0;1;N;;null;180202;;;1411
2;4;86;2;Y;;null;130106;;2F16;641
7;6;0;1;N;;null;230203;230204;;1462
9;4;77;2;Y;;null;150101;;6052;1510
1;5;107;2;Y;;null;110101;;3082;361
1;2;66;2;Y;;null;110200;;311A;58
4;3;122;2;Y;;null;120102;;4063;1236
1;5;99;2;Y;;null;110101;;3311;371
1;4;39;2;Y;;null;110102;;3030;169
1;2;56;2;Y;;null;110200;;311F;69
1;5;194;2;Y;;null;110101;;340A;236
1;5;218;2;Y;;null;110101;;3125;344
4;2;175;2;Y;;null;120101;;407B;1024
1;5;26;2;Y;;null;110101;;346B;377
1;2;52;2;Y;;null;110200;;3092;10
1;5;54;2;Y;;null;110101;;3324;405
2;4;11;2;Y;;null;130106;;34D4;600
9;4;50;2;Y;;null;150101;;6018;1586
2;10;0;1;N;;null;130801;;;804
2;14;12;2;Y;;null;130406;;230C;850
9;4;45;2;Y;;null;150101;;606A;1492
9;4;7;2;Y;;null;150101;;605D;1529
1;5;98;2;Y;;null;110101;;2F8E;253
1;4;49;2;Y;;null;110102;;3078;177
1;2;85;2;Y;;null;110200;;3412;45
2;4;51;2;Y;;null;130106;;2F11;635
2;13;9;2;Y;;null;130501;;2F7A;824
1;5;85;2;Y;;null;110101;;302C;287
1;5;209;2;Y;;null;110101;;3347;227
2;3;65;2;Y;;null;130102;;34CE;557
2;4;19;2;Y;;null;130106;;2F18;602
4;3;106;2;Y;;null;120102;;10C3;1362
2;3;60;2;Y;;null;130102;;2F59;562
1;3;1;2;Y;;null;110103;;356D;130
4;3;62;2;Y;;null;120102;;4056;1239
2;5;8;2;Y;;null;130601;;2300;693
8;10;0;1;N;;null;160202;;;1475
4;2;75;2;Y;;null;120101;;10C9;1122
2;2;18;2;Y;;null;130105;;2F17;516
1;5;159;2;Y;;null;110101;;3345;261
1;5;147;2;Y;;null;110101;;3501;258
1;4;8;2;Y;;null;110102;;2F9E;197
2;6;13;2;Y;;null;130301;;2253;736
2;21;8;2;Y;;null;130303;;3543;937
4;2;176;2;Y;;null;120101;;3408;1039
2;9;21;2;Y;;null;130201;;248E;784
2;14;15;2;Y;;null;130406;;34BE;842
1;7;0;1;N;;null;110304;;;460
9;4;6;2;Y;;null;150101;;6050;1528
1;5;91;2;Y;;null;110101;;3321;376
2;6;60;2;Y;;null;130301;;34A8;725
1;5;29;2;Y;;null;110101;;3079;315
1;4;46;2;Y;;null;110102;;2FD6;167
2;3;58;2;Y;;null;130102;;2F29;561
2;15;18;2;Y;;null;130405;;348E;860
1;3;11;2;Y;;null;110103;;3049;126
1;2;64;2;Y;;null;110200;;3300;60
2;6;4;2;Y;;null;130301;;349E;730
2;4;71;2;Y;;null;130106;;221D;628
2;4;46;2;Y;;null;130106;;2F6C;678
6;7;0;1;N;;null;170106;;;1435
4;2;27;2;Y;;null;120101;;1003;1072
7;0;0;0;N;;null;;;;1446
1;5;77;2;Y;;null;110101;;3097;300
1;5;167;2;Y;;null;110101;;412A;340
1;3;5;2;Y;;null;110103;;3037;133
1;4;33;2;Y;;null;110102;;3317;208
4;2;76;2;Y;;null;120101;;10CA;1217
1;2;102;2;Y;;null;110200;;3127;26
3;2;0;1;N;;null;140301;;400C;960
1;5;188;2;Y;;null;110101;;3362;242
2;4;52;2;Y;;null;130106;;2F6D;609
1;5;57;2;Y;;null;110101;;3071;327
2;9;0;1;N;;null;130201;;;777
1;2;99;2;Y;;null;110200;;3110;29
1;6;4;2;Y;;null;110301;;3479;457
4;3;67;2;Y;;null;120102;;4069;1222
2;3;74;2;Y;;null;130102;;2F5F;568
2;4;32;2;Y;;null;130106;;2F79;631
4;2;100;2;Y;;null;120101;;1069;1063
1;4;48;2;Y;;null;110102;;3127;176
4;3;94;2;Y;;null;120102;;101A;1354
2;4;67;2;Y;;null;130106;;2F17;655
1;5;151;2;Y;;null;110101;;2F9C;272
4;2;48;2;Y;;null;120101;;4108;1093
4;2;106;2;Y;;null;120101;;1039;1142
1;2;23;2;Y;;null;110200;;3045;96
4;3;108;2;Y;;null;120102;;105D;1349
2;15;10;2;Y;;null;130405;;2266;880
4;2;197;2;Y;;null;120101;;102F;1201
1;5;16;2;Y;;null;110101;;3115;299
1;2;54;2;Y;;null;110200;;2FB8;7
1;5;149;2;Y;;null;110101;;330A;275
9;4;9;2;Y;;null;150101;;6063;1610
2;21;13;2;Y;;null;130303;;3549;936
9;4;56;2;Y;;null;150101;;9005;1548
8;1;0;1;N;;0;;;;1466
2;19;3;2;Y;;null;130402;;2250;912
8;6;0;1;N;;null;160206;;;1471
2;20;4;2;Y;;null;130700;;2FA7;921
5;2;0;1;N;;null;180308;180309;;1368
9;4;17;2;Y;;null;150101;;6048;1497
1;5;232;2;Y;;null;110101;;3571;363
2;3;73;2;Y;;null;130102;;2F4C;567
1;2;55;2;Y;;null;110200;;333A;98
2;4;12;2;Y;;null;130106;;411E;661
5;4;0;1;N;;null;180105;;;1370
2;3;22;2;Y;;null;130102;;2F2A;548
4;2;150;2;Y;;null;120101;;4118;1161
1;5;207;2;Y;;null;110101;;3550;339
1;2;71;2;Y;;null;110200;;3435;113
4;2;141;2;Y;;null;120101;;1081;1066
5;13;0;1;N;;null;180110;;;1410
2;24;5;2;Y;;null;130603;;6404;947
9;4;28;2;Y;;null;150101;;602B;1600
1;2;17;2;Y;;null;110200;;3037;104
4;3;79;2;Y;;null;120102;;10A8;1227
5;10;0;1;N;;null;180210;;;1401
1;5;97;2;Y;;null;110101;;341E;378
2;2;13;2;Y;;null;130105;;2219;496
1;5;215;2;Y;;null;110101;;3112;295
2;13;20;2;Y;;null;130501;;2F7D;822
9;2;1;2;N;;null;210206;;;1664
2;24;0;1;N;;null;130603;;;946
2;4;35;2;Y;;null;130106;;2FC3;669
2;13;17;2;Y;;null;130501;;2F72;815
2;5;0;1;N;;null;130601;;;686
1;5;89;2;Y;;null;110101;;306C;301
1;5;19;2;Y;;null;110101;;331B;437
2;15;16;2;Y;;null;130405;;34B7;886
1;4;3;2;Y;;null;110102;;2FD3;148
4;2;165;2;Y;;null;120101;;410E;997
2;20;3;2;N;;null;130705;;;1647
1;4;41;2;Y;;null;110102;;3039;158
2;23;2;2;Y;;null;130602;;2302;943
4;3;119;2;Y;;null;120102;;1025;1347
2;6;57;2;Y;;null;130301;;3487;729
2;2;14;2;Y;;null;130105;;222B;510
2;14;10;2;Y;;null;130406;;3511;843
2;13;11;2;Y;;null;130501;;2F83;812
4;2;134;2;Y;;null;120101;;4111;1191
4;2;29;2;Y;;null;120101;;103C;1081
4;2;46;2;Y;;null;120101;;3406;1110
1;2;100;2;Y;;null;110200;;3434;11
4;3;56;2;Y;;null;120102;;1016;1282
2;15;25;2;Y;;null;130405;;2268;873
1;5;208;2;Y;;null;110101;;3341;296
1;5;4;2;Y;;null;110101;;355B;228
1;4;9;2;Y;;null;110102;;3412;153
4;2;60;2;Y;;null;120101;;109F;1137
2;9;14;2;Y;;null;130201;;2485;793
2;14;25;2;Y;;null;130406;;225C;845
1;5;169;2;Y;;null;110101;;2F9E;255
4;2;207;2;Y;;null;120101;;408A;998
9;4;93;2;Y;;null;150101;;6013;1607
1;2;11;2;Y;;null;110200;;3419;99
9;4;21;2;Y;;null;150101;;605F;1526
1;2;105;2;Y;;null;110200;;3423;19
1;5;48;2;Y;;null;110101;;345A;410
2;4;50;2;Y;;null;130106;;2F03;674
1;2;21;2;Y;;null;110200;;307C;97
2;16;3;2;Y;;null;130302;;2276;900
9;6;6;2;Y;;null;200405;;3481;1621
2;3;0;1;N;;null;130102;;;521
2;6;18;2;Y;;null;130301;;3493;744
5;15;9;2;Y;;null;180203;;3548;1423
8;3;0;1;N;;null;210211;;;1468
1;5;18;2;Y;;null;110101;;303E;438
1;8;11;2;Y;;null;110302;;2F95;483
4;2;21;2;Y;;null;120101;;4112;1112
1;5;94;2;Y;;null;110101;;304D;277
2;3;37;2;Y;;null;130102;;2F05;549
2;7;2;2;Y;;null;130401;;3480;767
4;3;73;2;Y;;null;120102;;407F;1248
2;4;57;2;Y;;null;130106;;2FBF;663
4;2;72;2;Y;;null;120101;;10CF;1132
6;0;0;0;N;;null;;;;1425
8;5;3;2;N;;null;190404;;;1663
2;2;3;2;Y;;null;130105;;2F65;490
4;3;141;2;Y;;null;120102;;10CF;1230
1;5;220;2;Y;;null;110101;;3466;218
1;5;40;2;Y;;null;110101;;3038;308
4;2;52;2;Y;;null;120101;;1004;1119
2;4;78;2;Y;;null;130106;;2F3F;659
5;7;3;2;Y;;null;180307;;4071;1375
2;4;80;2;Y;;null;130106;;350D;644
2;15;3;2;Y;;null;130405;;2270;866
1;3;0;1;N;;null;110103;;;120
4;2;64;2;Y;;null;120101;;406F;1153
4;3;80;2;Y;;null;120102;;351A;1289
4;2;125;2;Y;;null;120101;;4116;1211
7;4;3;2;Y;;null;210302;;2FF8;1458
1;5;179;2;Y;;null;110101;;3474;281
2;4;8;2;Y;;null;130106;;220A;672
1;2;57;2;Y;;null;110200;;3429;68
2;15;35;2;Y;;null;130405;;3561;869
5;15;10;2;Y;;null;180203;;4072;1417
2;19;4;2;Y;;null;130402;;2243;913
4;2;70;2;Y;;null;120101;;1006;1150
9;10;1;2;Y;;null;210301;;2309;1632
2;15;15;2;Y;;null;130405;;3560;868
2;4;30;2;Y;;null;130106;;2F06;619
2;3;34;2;Y;;null;130102;;2F47;552
4;2;155;2;Y;;null;120101;;10CB;1048
1;2;3;2;Y;;null;110200;;330C;14
1;7;8;2;Y;;null;110304;;340B;466
2;15;11;2;Y;;null;130405;;225E;872
1;5;50;2;Y;;null;110101;;2FD5;416
5;11;0;1;N;;null;180100;;;1403
1;5;176;2;Y;;null;110101;;2FD1;337
5;15;12;2;Y;;null;180203;;4071;1419
2;15;37;2;Y;;null;130405;;226F;897
1;5;52;2;Y;;null;110101;;3073;412
4;2;172;2;Y;;null;120101;;1084;1086
5;9;7;2;Y;;null;180209;;411F;1385
1;2;93;2;Y;;null;110200;;3415;39
1;5;62;2;Y;;null;110101;;3463;395
1;2;19;2;Y;;null;110200;;3053;81
1;2;30;2;Y;;null;110200;;3352;88
9;4;2;2;Y;;null;150101;;602D;1595
9;1;0;1;N;;0;;;;1477
4;4;1;2;Y;;null;180302;;10BA;1365
2;21;0;1;N;;null;130303;;;922
4;2;104;2;Y;;null;120101;;10B4;1192
6;2;0;1;N;;null;190100;;;1427
5;9;0;1;N;;null;180209;;;1380
4;3;37;2;Y;;null;120102;;3408;1299
4;3;107;2;Y;;null;120102;;405E;1234
4;2;114;2;Y;;null;120101;;103B;1198
2;6;40;2;Y;;null;130301;;34AE;701
9;4;82;2;Y;;null;150101;;6071;1572
2;4;61;2;Y;;null;130106;;2F20;662
2;2;17;2;Y;;null;130105;;2FC2;518
1;2;39;2;Y;;null;110200;;3332;82
2;13;21;2;Y;;null;130501;;3564;809
7;5;0;1;N;;null;230100;;;1461
4;2;58;2;Y;;null;120101;;3616;1134
4;3;101;2;Y;;null;120102;;4062;1262
1;5;7;2;Y;;null;110101;;341C;349
2;17;0;1;N;;null;130407;;;908
4;2;71;2;Y;;null;120101;;1096;1151
1;5;36;2;Y;;null;110101;;335A;419
4;2;132;2;Y;;null;120101;;1085;1182
9;4;104;2;Y;;null;150101;;6025;1509
2;13;14;2;Y;;null;130501;;2F81;817
1;5;117;2;Y;;null;110101;;3118;351
4;2;179;2;Y;;null;120101;;4087;1007
6;11;0;1;N;;null;200102;;;1441
2;4;43;2;Y;;null;130106;;221E;624
2;6;31;2;Y;;null;130301;;2201;721
4;3;135;2;Y;;null;120102;;109C;1243
2;16;7;2;Y;;null;130302;;2274;905
4;2;10;2;Y;;null;120101;;1014;1111
2;15;36;2;Y;;null;130405;;226E;887
1;5;230;2;Y;;null;110101;;34C9;293
2;6;37;2;Y;;null;130301;;224D;712
6;4;0;1;N;;null;160203;;;1429
4;2;41;2;Y;;null;120101;;410D;1060
4;3;88;2;Y;;null;120102;;3033;1343
1;7;2;2;Y;;null;110304;;342C;464
2;2;27;2;Y;;null;130105;;2F3B;504
2;4;26;2;Y;;null;130106;;3572;612
1;4;6;2;Y;;null;110102;;3519;190
4;2;1;2;Y;;null;120101;;10D1;1143
4;3;75;2;Y;;null;120102;;410D;1240
4;2;22;2;Y;;null;120101;;1008;1176
8;9;0;1;N;;null;160207;;;1474
2;14;26;2;Y;;null;130406;;2240;834
5;7;0;1;N;;null;180307;;;1373
9;2;2;2;Y;;null;210204;;34C3;1486
1;5;155;2;Y;;null;110101;;3323;266
4;3;72;2;Y;;null;120102;;2FD1;1235
6;10;0;1;N;;null;200101;;;1440
4;2;124;2;Y;;null;120101;;102A;1070
4;2;85;2;Y;;null;120101;;34FF;1108
1;5;214;2;Y;;null;110101;;3105;223
4;3;49;2;Y;;null;120102;;411A;1263
2;18;1;2;Y;;null;130410;;34DC;910
1;5;68;2;Y;;null;110101;;2F9D;310
2;13;16;2;Y;;null;130501;;2210;821
4;2;192;2;Y;;null;120101;;407D;1043
2;21;9;2;Y;;null;130303;;3484;934
1;5;204;2;Y;;null;110101;;2F8B;229
2;3;7;2;Y;;null;130102;;2F52;572
2;6;34;2;Y;;null;130301;;2FBE;738
2;3;1;2;N;;null;130104;;;1642
2;2;31;2;Y;;null;130105;;2FC0;509
2;6;24;2;Y;;null;130301;;349D;723
2;2;19;2;Y;;null;130105;;2F08;506
2;4;70;2;Y;;null;130106;;3613;656
1;4;72;2;Y;;null;110102;;311F;196
1;5;58;2;Y;;null;110101;;305D;320
1;5;185;2;Y;;null;110101;;3470;397
