#gen_0;gen_1;gen_2;level;genre_is_brand;importance;genre_type;org_code1;org_code2;chaincode;genre_id
2;3;35;2;Y;;null;130102;;2F53;551
4;3;40;2;Y;;null;120102;;1010;1232
2;4;56;2;Y;;null;130106;;2235;623
4;2;194;2;Y;;null;120101;;411C;1209
1;5;25;2;Y;;null;110101;;306A;322
1;5;64;2;Y;;null;110101;;2F8D;402
1;5;205;2;Y;;null;110101;;345D;325
1;4;23;2;Y;;null;110102;;334A;164
4;2;209;2;Y;;null;120101;;10E7;1080
1;2;77;2;Y;;null;110200;;341B;115
6;8;0;1;N;;null;180304;;;1438
1;4;27;2;Y;;null;110102;;2FA1;144
9;3;0;1;N;;null;210207;;;1488
2;4;62;2;Y;;null;130106;;2F45;650
1;5;186;2;Y;;null;110101;;331F;417
1;5;33;2;Y;;null;110101;;3138;420
1;4;29;2;Y;;null;110102;;3117;142
2;15;8;2;Y;;null;130405;;3563;882
1;5;86;2;Y;;null;110101;;3469;302
2;23;5;2;Y;;null;130602;;2F19;942
2;15;39;2;Y;;null;130405;;225B;890
8;7;0;1;N;;null;160205;;;1472
3;8;7;2;Y;;null;230215;;2004;980
2;15;22;2;Y;;null;130405;;225D;884
4;2;96;2;Y;;null;120101;;351C;1079
9;4;70;2;Y;;null;150101;;6064;1577
2;21;14;2;Y;;null;130303;;2F74;928
2;23;3;2;Y;;null;130602;;2FBB;941
1;2;43;2;Y;;null;110200;;3036;28
4;2;92;2;Y;;null;120101;;1009;1068
1;2;49;2;Y;;null;110200;;312D;22
4;2;202;2;Y;;null;120101;;10D5;1014
4;3;117;2;Y;;null;120102;;1023;1307
2;4;23;2;Y;;null;130106;;34D7;621
7;2;1;2;N;;null;230127;;;1653
4;3;51;2;Y;;null;120102;;105F;1353
2;5;6;2;Y;;null;130601;;2303;697
9;4;112;2;Y;;null;150101;;602F;1502
2;9;12;2;Y;;null;130201;;2482;797
9;10;2;2;Y;;null;210301;;6404;1634
1;5;137;2;Y;;null;110101;;313A;282
2;3;20;2;Y;;null;130102;;2F5E;554
9;4;11;2;Y;;null;150101;;601C;1597
9;4;49;2;Y;;null;150101;;602A;1587
3;8;5;2;Y;;null;230215;;354C;982
2;21;2;2;Y;;null;130303;;230F;932
4;3;27;2;Y;;null;120102;;4067;1276
2;2;25;2;Y;;null;130105;;2F40;503
2;9;7;2;Y;;null;130201;;354E;798
2;20;1;2;N;;null;130702;;;1645
8;5;1;2;N;;null;190402;;;1661
4;2;177;2;Y;;null;120101;;411A;1022
1;4;2;2;Y;;null;110102;;342A;160
2;12;0;1;N;;null;130411;;;806
2;24;7;2;Y;;null;130603;;2309;948
1;5;72;2;Y;;null;110101;;10E2;388
2;4;54;2;Y;;null;130106;;2F07;601
2;6;61;2;Y;;null;130301;;2252;739
9;7;2;2;Y;;null;210214;;2312;1623
2;14;0;1;N;;null;130406;;;829
1;8;2;2;Y;;null;110302;;3609;480
2;6;29;2;Y;;null;130301;;34CD;759
8;4;0;1;N;;null;190401;;;1469
4;2;139;2;Y;;null;120101;;10A2;1064
2;6;27;2;Y;;null;130301;;2256;707
9;4;1;2;N;;null;150102;;;1665
1;5;221;2;Y;;null;110101;;307E;334
4;2;149;2;Y;;null;120101;;10A7;1077
2;15;26;2;Y;;null;130405;;2271;861
3;4;0;1;N;;null;140301;;400D;962
2;3;26;2;Y;;null;130102;;2F61;591
7;2;0;1;N;;null;230126;;;1448
2;3;30;2;Y;;null;130102;;2F21;532
2;3;32;2;Y;;null;130102;;2F25;536
1;5;172;2;Y;;null;110101;;303B;289
6;13;0;1;N;;null;210105;;;1443
4;2;178;2;Y;;null;120101;;405D;1057
4;3;140;2;Y;;null;120102;;1062;1332
4;2;26;2;Y;;null;120101;;1015;1101
2;4;16;2;Y;;null;130106;;2F66;642
1;4;62;2;Y;;null;110102;;3477;140
9;4;46;2;Y;;null;150101;;6051;1562
2;23;0;1;N;;null;130602;;;939
2;3;38;2;Y;;null;130102;;2F48;575
9;4;72;2;Y;;null;150101;;6011;1611
9;5;0;1;N;;null;210213;;;1613
1;5;189;2;Y;;null;110101;;3134;241
1;2;38;2;Y;;null;110200;;2FDB;83
9;2;10;2;Y;;null;210204;;2F76;1483
4;2;105;2;Y;;null;120101;;1023;1195
2;3;15;2;Y;;null;130102;;2F20;541
4;2;102;2;Y;;null;120101;;1033;1215
9;4;116;2;Y;;null;150101;;6003;1589
1;5;3;2;Y;;null;110101;;312A;348
2;9;2;2;Y;;null;130201;;3132;799
1;2;48;2;Y;;null;110200;;4128;23
2;4;38;2;Y;;null;130106;;2F12;639
9;4;13;2;Y;;null;150101;;6068;1500
9;4;96;2;Y;;null;150101;;6007;1515
1;5;181;2;Y;;null;110101;;333B;342
4;2;185;2;Y;;null;120101;;4061;1085
2;6;50;2;Y;;null;130301;;349C;747
2;15;12;2;Y;;null;130405;;2264;892
9;4;18;2;Y;;null;150101;;6028;1501
2;6;2;2;Y;;null;130301;;2211;734
7;4;0;1;N;;null;210302;;;1450
2;14;19;2;Y;;null;130406;;34BA;853
2;3;76;2;Y;;null;130102;;2F57;596
2;3;36;2;Y;;null;130102;;2F6B;587
3;7;8;2;Y;;null;200201;;8007;973
1;5;56;2;Y;;null;110101;;309A;328
2;6;3;2;Y;;null;130301;;227A;708
1;3;14;2;Y;;null;110103;;356C;121
4;3;128;2;Y;;null;120102;;407E;1284
1;5;201;2;Y;;null;110101;;3411;232
4;3;32;2;Y;;null;120102;;10E6;1305
2;15;24;2;Y;;null;130405;;2241;870
5;9;19;2;Y;;null;180209;;3508;1390
1;5;112;2;Y;;null;110101;;333D;362
1;4;21;2;Y;;null;110102;;3044;147
4;3;89;2;Y;;null;120102;;1092;1316
4;3;58;2;Y;;null;120102;;1053;1296
9;4;94;2;Y;;null;150101;;6005;1588
9;4;58;2;Y;;null;150101;;6021;1547
1;3;9;2;Y;;null;110103;;305E;131
9;5;1;2;Y;;null;210213;;2FBD;1614
3;8;0;1;N;;null;230215;;;974
8;2;0;1;N;;null;180400;;;1467
2;8;0;1;N;;null;130203;;;769
1;5;70;2;Y;;null;110101;;331A;306
4;2;51;2;Y;;null;120101;;4084;1118
2;6;56;2;Y;;null;130301;;3497;761
5;3;0;1;N;;null;180310;;;1369
2;3;9;2;Y;;null;130102;;2F26;537
2;9;9;2;Y;;null;130201;;2486;800
4;2;122;2;Y;;null;120101;;10AF;999
1;4;15;2;Y;;null;110102;;4126;181
4;2;135;2;Y;;null;120101;;10C2;1219
2;2;9;2;Y;;null;130105;;222A;498
9;4;47;2;Y;;null;150101;;603E;1539
3;8;2;2;Y;;null;230215;;2005;977
1;5;66;2;Y;;null;110101;;346C;399
1;2;87;2;Y;;null;110200;;3301;44
4;3;57;2;Y;;null;120102;;410E;1279
2;0;0;0;N;;null;;;;487
1;4;55;2;Y;;null;110102;;34CB;171
1;5;38;2;Y;;null;110101;;3485;418
1;2;113;2;Y;;null;110200;;3342;8
1;2;96;2;Y;;null;110200;;3431;32
2;6;51;2;Y;;null;130301;;34A5;735
4;2;180;2;Y;;null;120101;;1052;1025
4;2;195;2;Y;;null;120101;;10A1;1206
4;2;130;2;Y;;null;120101;;1011;1186
2;6;48;2;Y;;null;130301;;3498;732
2;5;11;2;Y;;null;130601;;2304;692
2;12;1;2;N;;null;210217;;;1643
4;3;22;2;Y;;null;120102;;4109;1341
1;5;238;2;Y;;null;110101;;10E3;442
9;4;25;2;Y;;null;150101;;6062;1599
1;8;10;2;Y;;null;110302;;3056;473
9;4;123;2;Y;;null;150101;;2FC5;1609
2;6;38;2;Y;;null;130301;;2277;751
2;8;2;2;Y;;null;130203;;340C;773
5;9;12;2;Y;;null;180209;;800F;1391
2;2;20;2;Y;;null;130105;;2200;492
1;3;6;2;Y;;null;110103;;3038;135
2;3;33;2;Y;;null;130102;;2F27;583
1;5;145;2;Y;;null;110101;;3122;233
2;15;13;2;Y;;null;130405;;2262;889
2;9;25;2;Y;;null;130201;;2481;782
9;4;87;2;Y;;null;150101;;6047;1546
4;3;100;2;Y;;null;120102;;351D;1322
2;6;10;2;Y;;null;130301;;34A9;710
1;5;92;2;Y;;null;110101;;3086;369
4;3;42;2;Y;;null;120102;;1034;1319
1;5;157;2;Y;;null;110101;;3437;324
1;4;30;2;Y;;null;110102;;305F;163
9;6;3;2;Y;;null;200405;;6301;1618
1;5;235;2;Y;;null;110101;;308F;433
4;2;107;2;Y;;null;120101;;1075;1216
2;6;65;2;Y;;null;130301;;3495;722
9;2;6;2;Y;;null;210204;;351E;1487
4;2;82;2;Y;;null;120101;;1020;1168
1;8;8;2;Y;;null;110302;;3068;472
7;4;7;2;Y;;null;210302;;2FFF;1457
4;2;97;2;Y;;null;120101;;1021;1062
2;14;11;2;Y;;null;130406;;34BC;830
9;4;66;2;Y;;null;150101;;604D;1491
1;4;19;2;Y;;null;110102;;360B;172
4;2;220;2;Y;;null;120101;;408F;1049
9;4;80;2;Y;;null;150101;;604F;1494
1;2;18;2;Y;;null;110200;;3430;102
9;7;5;2;Y;;null;210214;;2310;1626
9;4;41;2;Y;;null;150101;;34F5;1540
1;5;6;2;Y;;null;110101;;3108;421
7;5;3;2;N;;null;230111;;;1658
2;3;8;2;Y;;null;130102;;2F30;574
2;6;14;2;Y;;null;130301;;2269;755
4;2;88;2;Y;;null;120101;;104A;1114
1;2;81;2;Y;;null;110200;;3329;49
2;2;5;2;Y;;null;130105;;2226;520
5;9;10;2;Y;;null;180209;;34F8;1384
9;4;22;2;Y;;null;150101;;6022;1496
1;2;62;2;Y;;null;110200;;2FC7;6
1;8;12;2;Y;;null;110302;;3046;479
4;3;25;2;Y;;null;120102;;406F;1268
2;15;9;2;Y;;null;130405;;3562;877
1;2;92;2;Y;;null;110200;;3491;40
1;2;74;2;Y;;null;110200;;3107;54
2;13;3;2;Y;;null;130501;;4075;810
9;4;103;2;Y;;null;150101;;3570;1583
4;2;218;2;Y;;null;120101;;1028;1171
4;3;111;2;Y;;null;120102;;4065;1238
9;2;3;2;Y;;null;210204;;34C5;1485
1;5;31;2;Y;;null;110101;;3356;305
1;5;73;2;Y;;null;110101;;302B;396
4;2;120;2;Y;;null;120101;;407F;1084
1;5;180;2;Y;;null;110101;;2FF5;248
4;2;222;2;Y;;null;120101;;10C5;1030
4;3;68;2;Y;;null;120102;;4115;1338
9;4;30;2;Y;;null;150101;;600E;1592
4;1;0;1;N;;0;;;;995
4;2;14;2;Y;;null;120101;;104F;1113
1;4;26;2;Y;;null;110102;;3060;168
4;3;34;2;Y;;null;120102;;1059;1246
4;3;84;2;Y;;null;120102;;10DC;1290
4;3;97;2;Y;;null;120102;;4054;1317
2;2;8;2;Y;;null;130105;;2F3A;493
1;3;13;2;Y;;null;110103;;4129;125
3;10;0;1;N;;null;140301;140302;;989
4;2;127;2;Y;;null;120101;;10DB;1208
2;6;41;2;Y;;null;130301;;2FC4;702
7;4;10;2;Y;;null;210302;;2FF9;1455
2;3;67;2;Y;;null;130102;;34D7;544
3;7;1;2;Y;;null;200201;;2FC1;966
1;2;1;2;Y;;null;110200;;310B;13
1;4;37;2;Y;;null;110102;;34AD;155
5;9;6;2;Y;;null;180209;;4120;1382
2;3;54;2;Y;;null;130102;;2F5B;526
2;9;1;2;Y;;null;130201;;2206;789
3;7;9;2;Y;;null;200201;;2FAA;968
4;3;13;2;Y;;null;120102;;1064;1253
1;2;108;2;Y;;null;110200;;310E;84
4;2;148;2;Y;;null;120101;;4062;1055
4;2;118;2;Y;;null;120101;;4066;1190
4;2;136;2;Y;;null;120101;;1017;1073
1;5;35;2;Y;;null;110101;;3035;426
9;6;2;2;Y;;null;200405;;6302;1617
1;5;217;2;Y;;null;110101;;330E;221
4;2;173;2;Y;;null;120101;;1099;1026
9;4;71;2;Y;;null;150101;;605C;1576
2;3;57;2;Y;;null;130102;;2F58;559
1;2;89;2;Y;;null;110200;;2FD9;42
2;13;5;2;Y;;null;130501;;2F82;818
1;5;104;2;Y;;null;110101;;3133;244
2;3;13;2;Y;;null;130102;;2F32;598
9;10;6;2;Y;;null;210301;;6401;1636
4;2;95;2;Y;;null;120101;;100F;1104
1;5;90;2;Y;;null;110101;;3336;280
2;4;27;2;Y;;null;130106;;2F4D;616
9;4;57;2;Y;;null;150101;;9006;1523
2;9;4;2;Y;;null;130201;;2488;786
4;2;5;2;Y;;null;120101;;1068;1133
2;14;5;2;Y;;null;130406;;2260;832
4;3;33;2;Y;;null;120102;;104A;1261
1;5;229;2;Y;;null;110101;;3093;448
2;6;42;2;Y;;null;130301;;2FA9;709
1;5;190;2;Y;;null;110101;;3092;240
2;3;25;2;Y;;null;130102;;2F66;590
2;15;4;2;Y;;null;130405;;226C;859
1;2;2;2;Y;;null;110200;;342F;27
1;2;60;2;Y;;null;110200;;412A;65
4;3;2;2;Y;;null;120102;;10E5;1292
4;2;196;2;Y;;null;120101;;10E1;1202
2;4;42;2;Y;;null;130106;;222F;617
1;5;8;2;Y;;null;110101;;333C;446
4;2;4;2;Y;;null;120101;;361A;1042
4;2;203;2;Y;;null;120101;;4085;1012
4;3;60;2;Y;;null;120102;;405B;1288
4;2;42;2;Y;;null;120101;;105A;1189
4;2;16;2;Y;;null;120101;;4063;1036
2;3;17;2;Y;;null;130102;;2F24;584
2;14;2;2;Y;;null;130406;;2265;841
1;2;116;2;Y;;null;110200;;2FCC;110
1;5;65;2;Y;;null;110101;;3074;394
6;7;1;2;Y;;null;170106;;4076;1436
7;2;2;2;N;;null;230129;;;1654
1;6;2;2;Y;;null;110301;;34D6;459
4;3;112;2;Y;;null;120102;;4084;1331
2;3;14;2;Y;;null;130102;;3520;570
2;6;7;2;Y;;null;130301;;2265;756
1;5;153;2;Y;;null;110101;;354F;268
2;4;10;2;Y;;null;130106;;2F6B;606
1;2;83;2;Y;;null;110200;;3106;47
2;2;12;2;Y;;null;130105;;2F3F;511
1;5;182;2;Y;;null;110101;;304F;239
9;2;9;2;Y;;null;210204;;34C7;1482
2;4;45;2;Y;;null;130106;;2FC2;640
1;5;82;2;Y;;null;110101;;3418;406
3;8;8;2;Y;;null;230215;;2007;984
1;5;158;2;Y;;null;110101;;2F99;263
1;5;183;2;Y;;null;110101;;4129;246
2;2;30;2;Y;;null;130105;;2F37;517
4;3;104;2;Y;;null;120102;;411B;1231
2;6;52;2;Y;;null;130301;;34CF;728
9;4;54;2;Y;;null;150101;;605B;1505
1;3;4;2;Y;;null;110103;;302C;128
4;3;21;2;Y;;null;120102;;1036;1326
2;4;39;2;Y;;null;130106;;2F43;643
1;2;44;2;Y;;null;110200;;3432;77
2;2;22;2;Y;;null;130105;;2229;494
4;3;45;2;Y;;null;120102;;1006;1355
9;4;35;2;Y;;null;150101;;600C;1603
3;7;7;2;Y;;null;200201;;8006;972
1;5;24;2;Y;;null;110101;;312B;428
4;2;90;2;Y;;null;120101;;407A;1091
1;5;15;2;Y;;null;110101;;3343;440
2;6;17;2;Y;;null;130301;;34B0;706
4;3;44;2;Y;;null;120102;;34FF;1258
2;21;4;2;Y;;null;130303;;3486;925
1;5;53;2;Y;;null;110101;;3413;407
2;24;11;2;Y;;null;130603;;3509;956
1;5;142;2;Y;;null;110101;;3435;276
2;4;64;2;Y;;null;130106;;2F49;637
2;21;11;2;Y;;null;130303;;230E;924
1;5;144;2;Y;;null;110101;;312E;323
2;14;17;2;Y;;null;130406;;2FBA;846
2;4;59;2;Y;;null;130106;;2222;608
4;2;39;2;Y;;null;120101;;10D8;1194
6;3;0;1;N;;null;190200;;;1428
5;0;0;0;N;;null;;;;1366
1;2;111;2;Y;;null;110200;;3117;31
4;2;115;2;Y;;null;120101;;105D;1035
9;4;63;2;Y;;null;150101;;601E;1506
1;5;213;2;Y;;null;110101;;307C;225
2;14;3;2;Y;;null;130406;;355E;855
1;2;86;2;Y;;null;110200;;3124;118
2;20;2;2;N;;null;130703;;;1646
2;4;0;1;N;;null;130106;;;599
4;2;158;2;Y;;null;120101;;4055;1173
2;14;9;2;Y;;null;130406;;2277;833
4;2;112;2;Y;;null;120101;;4107;1018
9;4;120;2;Y;;null;150101;;606D;1605
3;8;6;2;Y;;null;230215;;2002;983
4;2;19;2;Y;;null;120101;;1087;1160
4;2;188;2;Y;;null;120101;;10B5;1045
9;4;73;2;Y;;null;150101;;6016;1566
5;5;0;1;N;;null;180103;;;1371
4;2;23;2;Y;;null;120101;;10D3;1205
4;2;0;1;N;;null;120101;;;996
1;5;37;2;Y;;null;110101;;302E;345
9;4;16;2;Y;;null;150101;;604E;1556
4;3;114;2;Y;;null;120102;;10B4;1297
4;3;31;2;Y;;null;120102;;1015;1356
1;5;138;2;Y;;null;110101;;3042;432
5;6;0;1;N;;null;180104;;;1372
1;5;139;2;Y;;null;110101;;3473;321
4;2;30;2;Y;;null;120101;;10BE;1147
1;4;14;2;Y;;null;110102;;309F;202
1;2;91;2;Y;;null;110200;;3114;5
2;6;15;2;Y;;null;130301;;2251;740
2;8;1;2;Y;;null;130203;;3368;775
2;19;1;2;Y;;null;130402;;2236;914
4;2;140;2;Y;;null;120101;;1034;1184
2;3;18;2;Y;;null;130102;;2F18;538
8;0;0;0;N;;null;;;;1465
4;3;71;2;Y;;null;120102;;1085;1250
4;3;110;2;Y;;null;120102;;410C;1281
4;3;16;2;Y;;null;120102;;1096;1315
2;5;7;2;Y;;null;130601;;2306;694
3;8;4;2;Y;;null;230215;;2001;976
1;5;81;2;Y;;null;110101;;3113;384
9;4;111;2;Y;;null;150101;;6004;1555
1;4;73;2;Y;;null;110102;;2F98;170
2;2;7;2;Y;;null;130105;;350C;502
2;4;15;2;Y;;null;130106;;2F38;654
7;5;1;2;N;;null;230103;;;1656
4;2;193;2;Y;;null;120101;;4074;1210
7;5;2;2;N;;null;230105;;;1657
4;3;41;2;Y;;null;120102;;3404;1291
2;15;1;2;Y;;null;130405;;225C;862
5;10;1;2;Y;;null;180210;;2244;1402
4;2;113;2;Y;;null;120101;;4052;1034
5;12;4;2;Y;;null;180201;;4106;1407
1;5;178;2;Y;;null;110101;;3471;249
4;3;9;2;Y;;null;120102;;1024;1339
1;5;200;2;Y;;null;110101;;302D;262
1;5;237;2;Y;;null;110101;;3049;443
1;4;43;2;Y;;null;110102;;3303;152
1;2;73;2;Y;;null;110200;;311C;114
1;2;20;2;Y;;null;110200;;303D;100
2;9;13;2;Y;;null;130201;;2484;779
1;5;170;2;Y;;null;110101;;3096;333
1;5;121;2;Y;;null;110101;;336B;359
4;2;117;2;Y;;null;120101;;3500;1076
1;5;202;2;Y;;null;110101;;3351;231
1;2;10;2;Y;;null;110200;;341A;109
2;14;8;2;Y;;null;130406;;220F;847
5;15;4;2;Y;;null;180203;;1071;1416
1;2;104;2;Y;;null;110200;;2F9F;20
2;6;30;2;Y;;null;130301;;3480;758
4;0;0;0;N;;null;;;;994
1;6;0;1;N;;null;110301;;;455
3;7;3;2;Y;;null;200201;;3000;970
4;2;215;2;Y;;null;120101;;1098;1174
1;5;131;2;Y;;null;110101;;330C;335
9;4;109;2;Y;;null;150101;;6072;1541
5;15;5;2;Y;;null;180203;;224A;1421
2;3;23;2;Y;;null;130102;;2F43;558
9;4;32;2;Y;;null;150101;;602E;1493
1;5;69;2;Y;;null;110101;;3328;391
2;8;7;2;Y;;null;130203;;3600;770
2;9;16;2;Y;;null;130201;;2487;785
1;5;152;2;Y;;null;110101;;3111;270
4;3;53;2;Y;;null;120102;;104E;1313
2;12;2;2;Y;;null;130411;;34B1;807
4;3;126;2;Y;;null;120102;;10A6;1280
2;13;12;2;Y;;null;130501;;2F7F;819
2;4;53;2;Y;;null;130106;;223A;632
1;2;4;2;Y;;null;110200;;304C;21
1;2;27;2;Y;;null;110200;;3403;91
9;2;5;2;Y;;null;210204;;34C2;1481
1;2;95;2;Y;;null;110200;;3417;34
4;2;137;2;Y;;null;120101;;10D6;1058
4;3;28;2;Y;;null;120102;;4053;1229
5;9;18;2;Y;;null;180209;;34F6;1387
4;2;151;2;Y;;null;120101;;10CC;1052
1;4;40;2;Y;;null;110102;;3098;183
1;1;0;1;N;;0;;;;2
4;2;91;2;Y;;null;120101;;106A;1179
7;4;1;2;Y;;null;210302;;2FFD;1453
1;4;53;2;Y;;null;110102;;3123;143
1;5;116;2;Y;;null;110101;;3472;423
4;2;217;2;Y;;null;120101;;10B9;1167
2;6;22;2;Y;;null;130301;;3488;733
1;4;28;2;Y;;null;110102;;3110;201
2;3;66;2;Y;;null;130102;;2F33;586
4;2;153;2;Y;;null;120101;;1016;1204
9;7;1;2;Y;;null;210214;;2313;1625
2;6;45;2;Y;;null;130301;;3499;741
9;7;4;2;Y;;null;210214;;2311;1628
1;3;2;2;Y;;null;110103;;4128;122
1;2;61;2;Y;;null;110200;;311D;64
3;8;1;2;Y;;null;230215;;354B;979
2;15;5;2;Y;;null;130405;;2272;865
2;23;1;2;Y;;null;130602;;2300;944
1;2;47;2;Y;;null;110200;;304B;74
5;9;2;2;Y;;null;180209;;3504;1393
2;14;24;2;Y;;null;130406;;34C1;835
1;5;160;2;Y;;null;110101;;345F;260
2;20;7;2;Y;;null;130700;;2F78;917
2;19;2;2;Y;;null;130402;;2237;915
4;2;121;2;Y;;null;120101;;34FC;1089
1;5;196;2;Y;;null;110101;;3357;269
1;4;4;2;Y;;null;110102;;3479;180
4;2;208;2;Y;;null;120101;;109B;1001
4;3;74;2;Y;;null;120102;;105E;1345
1;2;42;2;Y;;null;110200;;3348;78
1;5;173;2;Y;;null;110101;;3121;252
1;8;1;2;Y;;null;110302;;3409;470
1;5;191;2;Y;;null;110101;;2F89;254
2;4;75;2;Y;;null;130106;;2212;673
1;4;7;2;Y;;null;110102;;3304;198
1;5;122;2;Y;;null;110101;;3300;346
2;4;28;2;Y;;null;130106;;2F10;603
4;2;99;2;Y;;null;120101;;1024;1183
4;2;13;2;Y;;null;120101;;3619;1197
2;4;21;2;Y;;null;130106;;3520;671
2;6;66;2;Y;;null;130301;;348A;716
2;9;24;2;Y;;null;130201;;248A;787
9;4;113;2;Y;;null;150101;;6023;1601
1;2;88;2;Y;;null;110200;;307A;43
1;5;111;2;Y;;null;110101;;3033;356
4;2;184;2;Y;;null;120101;;1018;1050
4;2;111;2;Y;;null;120101;;10DF;1021
2;3;75;2;Y;;null;130102;;2F4E;571
2;6;1;2;Y;;null;130301;;349B;752
5;7;4;2;Y;;null;180307;;2F87;1376
2;3;52;2;Y;;null;130102;;2216;595
2;4;83;2;Y;;null;130106;;2F05;646
2;6;58;2;Y;;null;130301;;34A4;753
2;16;5;2;Y;;null;130302;;34AF;901
2;24;8;2;Y;;null;130603;;34D1;954
2;3;10;2;Y;;null;130102;;2222;576
2;9;26;2;Y;;null;130201;;2502;788
1;2;70;2;Y;;null;110200;;3040;112
