#per_code;is_brand;gen1;gen2;gen3;level;code_name;genre_type;org_code;series;poi_name;filename
310;N;8;5;0;1;出版社;;308200;;;TWLG01401A_16A.bmp
311;N;8;6;0;1;保險公司;;0;;;
312;N;8;6;1;2;所有保險公司;0;0;;;
313;N;8;6;2;2;安聯人壽;;308300;安聯人壽;;TWLG08001A_16A.bmp
314;N;8;6;3;2;遠雄人壽;;308300;遠雄人壽;;TWLG08001A_16A.bmp
315;N;8;6;4;2;旺旺友聯產物保險;;308300;旺旺友聯產物保險;;TWLG08001A_16A.bmp
316;N;8;6;5;2;華南產物保險;;308300;華南產物保險;;TWLG08001A_16A.bmp
317;N;8;6;6;2;三商美邦人壽;;308300;三商美邦人壽;;TWLG08001A_16A.bmp
318;N;8;6;7;2;新光人壽;;308300;新光人壽;;TWLG08001A_16A.bmp
319;N;8;6;8;2;新光產物保險;;308300;新光產物保險;;TWLG08001A_16A.bmp
320;N;8;6;9;2;全球人壽;;308300;全球人壽;;TWLG08001A_16A.bmp
321;N;8;6;10;2;泰安產物保險;;308300;泰安產物保險;;TWLG08001A_16A.bmp
322;N;8;6;11;2;台灣人壽;;308300;台灣人壽;;TWLG08001A_16A.bmp
323;N;8;6;12;2;台灣產物保險;;308300;台灣產物保險;;TWLG08001A_16A.bmp
324;N;8;6;13;2;第一產物保險;;308300;第一產物保險;;TWLG08001A_16A.bmp
325;N;8;6;14;2;中國人壽;;308300;中國人壽;;TWLG08001A_16A.bmp
326;N;8;6;15;2;兆豐產物保險;;308300;兆豐產物保險;;TWLG08001A_16A.bmp
327;N;8;6;16;2;南山人壽;;308300;南山人壽;;TWCP05101A_16A.bmp
328;N;8;6;17;2;富邦人壽;;308300;富邦人壽;;TWLG08001A_16A.bmp
329;N;8;6;18;2;富邦產物保險;;308300;富邦產物保險;;TWLG08001A_16A.bmp
330;N;8;6;19;2;明台產物保險;;308300;明台產物保險;;TWCP10001A_16A.bmp
331;N;8;6;20;2;國泰人壽;;308300;國泰人壽;;TWLG08001A_16A.bmp
332;N;8;6;21;2;國泰世紀產物保險;;308300;國泰世紀產物保險;;TWLG08001A_16A.bmp
333;N;8;6;22;2;其它保險公司;;308300;;;TWLG08001A_16A.bmp
334;N;8;7;0;1;公司 ．工廠;;322100;;;TWLG08801A_16A.bmp
335;N;8;8;0;1;自來水公司．淨水場;;322400;;;TWLG08901A_16A.bmp
336;N;8;9;0;1;電力公司．變電所;;322500;;;TWLG09001A_16A.bmp
337;N;8;10;0;1;瓦斯公司;;323000;;;TWLG09101A_16A.bmp
338;N;8;11;0;1;電訊事業;;323100;;;TWLG09201A_16A.bmp
339;N;8;11;1;2;所有電訊事業;0;0;;;
340;N;8;11;2;2;威寶電信;;323100;威寶電信;;TWLG09201A_16A.bmp
341;N;8;11;3;2;遠傳電信;;323100;遠傳電信;;TWCP08401A_16A.bmp
342;N;8;11;4;2;家樂福電信;;323100;家樂福電信;;TWLG09201A_16A.bmp
343;N;8;11;5;2;全球一動;;323100;全球一動;;TWLG09201A_16A.bmp
344;N;8;11;6;2;台灣大哥大;;323100;台灣大哥大;;TWCP04001A_16A.bmp
345;N;8;11;7;2;中華電信;;323100;中華電信;;TWCP03902A_16A.bmp
346;N;8;11;8;2;亞太電信;;323100;亞太電信;;TWLG09201A_16A.bmp
347;N;8;12;0;1;農會;;323300;;;TWLG05101A_16A.bmp
348;N;8;13;0;1;其他產業設施;;324000;;;TWLG07901A_16A.bmp
349;Y;2;1;1;2;南都汽車;;306300;ＬＥＸＵＳ;南都汽車;TWLG01801A_16A.bmp
350;Y;2;1;2;2;東部汽車;;306300;ＬＥＸＵＳ;東部汽車;TWLG01801A_16A.bmp
351;Y;2;1;3;2;桃苗汽車;;306300;ＬＥＸＵＳ;桃苗汽車;TWLG01801A_16A.bmp
352;Y;2;1;4;2;高都汽車;;306300;ＬＥＸＵＳ;高都汽車;TWLG01801A_16A.bmp
353;Y;2;1;5;2;中部汽車;;306300;ＬＥＸＵＳ;中部汽車;TWLG01801A_16A.bmp
354;Y;2;1;6;2;北都汽車;;306300;ＬＥＸＵＳ;北都汽車;TWLG01801A_16A.bmp
355;Y;2;1;7;2;國都汽車;;306300;ＬＥＸＵＳ;國都汽車;TWLG01801A_16A.bmp
356;Y;2;1;8;2;蘭揚汽車;;306300;ＬＥＸＵＳ;蘭揚汽車;TWLG01801A_16A.bmp
357;Y;2;2;1;2;國都豐田汽車;;306300;ＴＯＹＯＴＡ;國都豐田汽車;TWLG01801A_16A.bmp
358;Y;2;2;2;2;中部豐田汽車;;306300;ＴＯＹＯＴＡ;中部豐田汽車;TWLG01801A_16A.bmp
359;Y;2;2;3;2;南都豐田汽車;;306300;ＴＯＹＯＴＡ;南都豐田汽車;TWLG01801A_16A.bmp
360;Y;2;2;4;2;南部汽車;;306300;ＴＯＹＯＴＡ;南部汽車;TWLG01801A_16A.bmp
361;Y;2;2;5;2;桃苗豐田汽車;;306300;ＴＯＹＯＴＡ;桃苗豐田汽車;TWLG01801A_16A.bmp
362;Y;2;2;6;2;東部豐田汽車;;306300;ＴＯＹＯＴＡ;東部豐田汽車;TWLG01801A_16A.bmp
363;Y;2;2;7;2;和泰商用汽車;;306300;ＴＯＹＯＴＡ;和泰商用汽車;TWLG01801A_16A.bmp
364;Y;2;2;8;2;蘭揚豐田汽車;;306300;ＴＯＹＯＴＡ;蘭揚豐田汽車;TWLG01801A_16A.bmp
365;Y;2;2;9;2;北都豐田汽車;;306300;ＴＯＹＯＴＡ;北都豐田汽車;TWLG01801A_16A.bmp
366;Y;2;2;10;2;長源汽車;;306300;ＴＯＹＯＴＡ;長源汽車;TWLG01801A_16A.bmp
367;Y;2;2;11;2;高都豐田汽車;;306300;ＴＯＹＯＴＡ;高都豐田汽車;TWLG01801A_16A.bmp
